2
KEY,WORDS,MULTIPLICITY
,--COMMA-- scoop,1
,--COMMA-- certain,1
,--COMMA-- \"musoro,1
,--COMMA-- occasionally,3
,--COMMA-- --COMMA--,1
,--COMMA-- ending,1
,--COMMA-- capture,12
,--COMMA-- those,10
,--COMMA-- counters,4
,--COMMA-- S2",1
,--COMMA-- 1",1
,--COMMA-- holes,1
,--COMMA-- centered,1
,--COMMA-- chosen,1
,--COMMA-- captured,1
,--COMMA-- without,4
,--COMMA-- Nigeria,2
,--COMMA-- Abba,1
,--COMMA-- Michael,1
,--COMMA-- do,2
,--COMMA-- continuation,1
,--COMMA-- taking,3
,--COMMA-- E2",2
,--COMMA-- increasing,2
,--COMMA-- gaining,2
,--COMMA-- holding,1
,--COMMA-- Suriname,1
,--COMMA-- house,1
,--COMMA-- Second,2
,--COMMA-- depositing,1
,--COMMA-- nothing,2
,--COMMA-- subsequent,1
,--COMMA-- continuing,6
,--COMMA-- keeping,2
,--COMMA-- anti-clockwise,2
,--COMMA-- none,4
,--COMMA-- ESE",3
,--COMMA-- WSW",1
,--COMMA-- Jibuti,1
,--COMMA-- causing,4
,--COMMA-- usually,4
,--COMMA-- racing,1
,--COMMA-- 898,1
,--COMMA-- omitting,1
,--COMMA-- for,9
,--COMMA-- distributing,1
,--COMMA-- Ethiopia,1
,--COMMA-- retaining,1
,--COMMA-- sacrificing,1
,--COMMA-- inwhich,1
,--COMMA-- during,3
,--COMMA-- Edo,1
,--COMMA-- Umon,1
,--COMMA-- Ibibio,1
,--COMMA-- theses,1
,--COMMA-- sometimes,2
,--COMMA-- remaining,1
,--COMMA-- Equatorial,1
,--COMMA-- less,1
,--COMMA-- clockwise,2
,--COMMA-- Bangladesh,1
,--COMMA-- Senegal,1
,--COMMA-- Blue,1
,--COMMA-- covering,1
,--COMMA-- Indonesia,1
,--COMMA-- Amazons,1
,--COMMA-- than,1
,--COMMA-- similar,2
,--COMMA-- touching,1
,--COMMA-- known,6
,--COMMA-- towards,1
,--COMMA-- Martin,1
,--COMMA-- Best,1
,--COMMA-- Black,5
,--COMMA-- thereby,4
,--COMMA-- 100,1
,--COMMA-- Chameleon,1
,--COMMA-- Connection,1
,--COMMA-- AK,1
,--COMMA-- Massachusetts,1
,--COMMA-- Bill,3
,--COMMA-- pre-filled,4
,--COMMA-- N+1,3
,--COMMA-- leading,1
,--COMMA-- multi-dimensional,1
,--COMMA-- although,3
,--COMMA-- upon,3
,--COMMA-- White,4
,--COMMA-- P1,1
,--COMMA-- most,2
,--COMMA-- Kadon,2
,--COMMA-- 1975,3
,--COMMA-- João,2
,--COMMA-- swap,1
,--COMMA-- 1975",1
,--COMMA-- 16:5,1
,--COMMA-- pp,1
,--COMMA-- across,1
,--COMMA-- #2,2
,--COMMA-- About,1
,--COMMA-- `The,1
,--COMMA-- Simon,1
,--COMMA-- 1959,1
,--COMMA-- Mudcrack,1
,--COMMA-- NEO,1
,--COMMA-- owned,1
,--COMMA-- Player,1
,--COMMA-- attempting,6
,--COMMA-- Herbert,1
,--COMMA-- William,1
,--COMMA-- Rudell,1
,--COMMA-- ThinkFun",1
,--COMMA-- Andantino,1
,--COMMA-- Scotland,1
,--COMMA-- cairns,1
,--COMMA-- your,5
,--COMMA-- Ned,1
,--COMMA-- filling,1
,--COMMA-- Hausa,1
,--COMMA-- Bambara,1
,--COMMA-- Bozo,1
,--COMMA-- Sourai,1
,--COMMA-- initially,2
,--COMMA-- rows,1
,--COMMA-- Estonia,1
,--COMMA-- wins,6
,--COMMA-- Nine,1
,--COMMA-- Diagram,1
,--COMMA-- horizontally,5
,--COMMA-- White's,2
,--COMMA-- height,2
,--COMMA-- shape,2
,--COMMA-- tall,2
,--COMMA-- square,9
,--COMMA-- he/she,1
,--COMMA-- especially,2
,--COMMA-- \"water,1
,--COMMA-- England,1
,--COMMA-- 'Omni,1
,--COMMA-- 1983:,1
,--COMMA-- losing,1
,--COMMA-- young,1
,--COMMA-- drawn,1
,--COMMA-- does,3
,--COMMA-- Cameron,1
,--COMMA-- named,1
,--COMMA-- Red,2
,--COMMA-- alternately,1
,--COMMA-- check,1
,--COMMA-- Hilco,1
,--COMMA-- Orda,1
,--COMMA-- Craig,1
,--COMMA-- Ltd,1
,--COMMA-- Leland,1
,--COMMA-- Virgin",1
,--COMMA-- Go,1
,--COMMA-- R,4
,--COMMA-- set,1
,--COMMA-- it's,2
,--COMMA-- albeit,1
,--COMMA-- dated,1
,--COMMA-- Ireland,1
,--COMMA-- he,10
,--COMMA-- gold,1
,--COMMA-- silver,1
,--COMMA-- Castello,1
,--COMMA-- Michel,1
,--COMMA-- Page,1
,--COMMA-- Brio,1
,--COMMA-- surrounded,1
,--COMMA-- Iceland,1
,--COMMA-- situated,1
,--COMMA-- greater,1
,--COMMA-- Seneca,1
,--COMMA-- perpendicularly,1
,--COMMA-- forwards,3
,--COMMA-- flanked,2
,--COMMA-- Jamie,1
,--COMMA-- follows,1
,--COMMA-- positioned,3
,--COMMA-- becomes,1
,--COMMA-- 36-38,1
,--COMMA-- derived,1
,--COMMA-- hence,1
,--COMMA-- arrayed,1
,--COMMA-- forward,1
,--COMMA-- plays,1
,--COMMA-- twelve,3
,--COMMA-- every,4
,--COMMA-- leaping,1
,--COMMA-- sequence,1
,--COMMA-- drew,1
,--COMMA-- crossing,2
,--COMMA-- 36-37,4
,--COMMA-- Rimau-Riimau,1
,--COMMA-- arranges,1
,--COMMA-- bisected,1
,--COMMA-- lined,5
,--COMMA-- Humphries,1
,--COMMA-- 5x5,1
,--COMMA-- Southeast,1
,--COMMA-- Greece,1
,--COMMA-- probably,2
,--COMMA-- Shogi,2
,--COMMA-- horses,1
,--COMMA-- elephants,1
,--COMMA-- reversing,2
,--COMMA-- minus,1
,--COMMA-- sixteen,3
,--COMMA-- 88,1
,--COMMA-- Rooa,1
,--COMMA-- Maa,1
,--COMMA-- Khon,1
,--COMMA-- Makruk,1
,--COMMA-- Ses,2
,--COMMA-- Koul,2
,--COMMA-- Neang,1
,--COMMA-- Ang,1
,--COMMA-- Tuuk,1
,--COMMA-- \"checkmate,1
,--COMMA-- Vizier,1
,--COMMA-- Uzbekistan,1
,--COMMA-- Ghora,3
,--COMMA-- Rukh,4
,--COMMA-- cannot,3
,--COMMA-- among,1
,--COMMA-- 5=,1
,--COMMA-- 4=Gaja,1
,--COMMA-- 2=Ratha,1
,--COMMA-- 1=,1
,--COMMA-- x1:,2
,--COMMA-- x2:,3
,--COMMA-- x8:,1
,--COMMA-- Superintendent,2
,--COMMA-- checkmate,1
,--COMMA-- Ratha,2
,--COMMA-- Dahja,2
,--COMMA-- being,2
,--COMMA-- noting,1
,--COMMA-- Jamal,1
,--COMMA-- Pil,2
,--COMMA-- Firzan,1
,--COMMA-- Shah,1
,--COMMA-- Wazir,1
,--COMMA-- Zurafa,1
,--COMMA-- Tali'as,1
,--COMMA-- Asb,1
,--COMMA-- immune,1
,--COMMA-- Checkmate,1
,--COMMA-- promoted,1
,--COMMA-- 5=Fers,1
,--COMMA-- 4=Pil,1
,--COMMA-- 3=Asb,1
,--COMMA-- 2=Rukh,1
,--COMMA-- 1=Sarbaz,1
,--COMMA-- Baidaq,1
,--COMMA-- \"dog\",1
,--COMMA-- \"camel\",1
,--COMMA-- \"horse\",1
,--COMMA-- \"cart\",1
,--COMMA-- \"child\",1
,--COMMA-- \"Great,1
,--COMMA-- \"Lieutenant-General\",1
,--COMMA-- \"Elephant\",1
,--COMMA-- \"Horse\",1
,--COMMA-- \"Chariot\",1
,--COMMA-- pawns,3
,--COMMA-- eating,1
,--COMMA-- seated,1
,--COMMA-- anti-clockwise:,1
,--COMMA-- Jay,8
,--COMMA-- //,1
,--COMMA-- Rooks,4
,--COMMA-- Bishops,3
,--COMMA-- see,16
,--COMMA-- completed,8
,--COMMA-- 2007,8
,--COMMA-- arrived,1
,--COMMA-- involving,1
,--COMMA-- Double,1
,--COMMA-- is:,1
,--COMMA-- Rook,8
,--COMMA-- Knight,2
,--COMMA-- Queen,1
,--COMMA-- Fil,1
,--COMMA-- Pawn,1
,--COMMA-- South,3
,--COMMA-- East,2
,--COMMA-- given,1
,--COMMA-- Pawns,6
,--COMMA-- Bishop,4
,--COMMA-- Stackpole,1
,--COMMA-- Lion,2
,--COMMA-- Rhinoceros,2
,--COMMA-- Giraffe,2
,--COMMA-- Crocodile,2
,--COMMA-- Aanca,1
,--COMMA-- 6=Rhinoceros,1
,--COMMA-- 5=Rook,1
,--COMMA-- 4=Lion,1
,--COMMA-- 3=Crocodile,1
,--COMMA-- 2=Giraffe,1
,--COMMA-- 1=Pawn,1
,--COMMA-- rook,1
,--COMMA-- bishop,1
,--COMMA-- version,1
,--COMMA-- just,1
,--COMMA-- go,1
,--COMMA-- blue,1
,--COMMA-- En,2
,--COMMA-- King's,1
,--COMMA-- Knights,1
,--COMMA-- H1,1
,--COMMA-- G1,1
,--COMMA-- F1,1
,--COMMA-- H8,1
,--COMMA-- F8,1
,--COMMA-- E8,1
,--COMMA-- leave,1
,--COMMA-- second,1
,--COMMA-- castling,1
,--COMMA-- This,1
,--COMMA-- some,2
,--COMMA-- revealing,2
,--COMMA-- Shatranj,1
,--COMMA-- Chu,1
,--COMMA-- Ch'u,1
,--COMMA-- Han,1
,--COMMA-- Ch'i,1
,--COMMA-- Wei,1
,--COMMA-- Chao,1
,--COMMA-- \"The,5
,--COMMA-- spaced,5
,--COMMA-- doubling,2
,--COMMA-- exiting,1
,--COMMA-- Advisor,1
,--COMMA-- carrying,2
,--COMMA-- freeing,2
,--COMMA-- Aj,3
,--COMMA-- 4=,2
,--COMMA-- 3=,2
,--COMMA-- 2=,2
,--COMMA-- ships=2,1
,--COMMA-- horses=3,1
,--COMMA-- elephants=4,1
,--COMMA-- kings=5,1
,--COMMA-- 3=0,1
,--COMMA-- 2=1,1
,--COMMA-- 1=0,1
,--COMMA-- 0=2,1
,--COMMA-- outer,2
,--COMMA-- wrote,1
,--COMMA-- Elephant=4,1
,--COMMA-- Horse=3,1
,--COMMA-- Rook=2,1
,--COMMA-- Pawn=1,1
,--COMMA-- 3=2,1
,--COMMA-- 4=6,1
,--COMMA-- 0=4,1
,--COMMA-- below,1
,--COMMA-- adjacent,1
,--COMMA-- drawless,1
,--COMMA-- take,2
,--COMMA-- like-colored,1
,--COMMA-- blackened,1
,--COMMA-- Sáhkku,1
,--COMMA-- begins,1
,--COMMA-- marked:,1
,--COMMA-- =0,1
,--COMMA-- alows,1
,--COMMA-- 23",1
,--COMMA-- 24",1
,--COMMA-- Inverted,1
,--COMMA-- piece,4
,--COMMA-- deducting,1
,--COMMA-- Green,1
,--COMMA-- else,1
,--COMMA-- Pancerola,1
,--COMMA-- edges,1
,--COMMA-- checked,1
,--COMMA-- represented,1
,--COMMA-- giraffe,1
,--COMMA-- elephant,1
,--COMMA-- aimed,1
,--COMMA-- standard,1
,--COMMA-- have,2
,--COMMA-- means,2
,--COMMA-- hexagon,9
,--COMMA-- 4-teams,2
,--COMMA-- 2-teams,1
,--COMMA-- will,3
,--COMMA-- transferring,2
,--COMMA-- Factory,1
,--COMMA-- Airport,1
,--COMMA-- Dock,1
,--COMMA-- drag,2
,--COMMA-- attack,1
,--COMMA-- forests,1
,--COMMA-- multiplied,1
,--COMMA-- Dujardin,1
,--COMMA-- Grow,1
,--COMMA-- Schmid",1
,--COMMA-- Block,1
,--COMMA-- Jennifer,1
,--COMMA-- Sterling,1
,--COMMA-- e,1
,--COMMA-- player's,1
,--COMMA-- suicide,2
,--COMMA-- afterwards,1
,--COMMA-- connections,1
,--COMMA-- requires,1
,--COMMA-- yourself,2
,--COMMA-- score,2
,--COMMA-- must,1
,--COMMA-- simultaneously,2
,--COMMA-- jumps,1
,--COMMA-- en-passant,1
,--COMMA-- out,1
,--COMMA-- maximal-group-connection,1
,--COMMA-- attract,1
,--COMMA-- needing,1
,--COMMA-- place,2
,--COMMA-- goats,1
,--COMMA-- --,3
,--COMMA-- steps,1
,--COMMA-- CrossGeoR-B,1
,--COMMA-- CrossGeo,1
,--COMMA-- LastEdgeR-B,1
,--COMMA-- LastEdge,1
,--COMMA-- cyclic,1
,--COMMA-- colouring,1
,--COMMA-- first,3
,--COMMA-- onto,2
,--COMMA-- who's,3
,--COMMA-- Hopping,3
,--COMMA-- friendly,2
,--COMMA-- Friends,1
,--COMMA-- Equi:,1
,--COMMA-- Equi,7
,--COMMA-- forced,1
,--COMMA-- Equiversi-2,1
,--COMMA-- occurred,1
,--COMMA-- light,1
,--COMMA-- 'morphing',1
,--COMMA-- Disc,1
,--COMMA-- single,1
,--COMMA-- Discs,1
,--COMMA-- hop,2
,--COMMA-- know,1
,--COMMA-- add,1
,--COMMA-- connection,1
,--COMMA-- compared,1
,--COMMA-- State,2
,--COMMA-- stalemate,1
,--COMMA-- cut,1
,--COMMA-- bringing,1
,--COMMA-- Yellow,1
,--COMMA-- depending,3
,--COMMA-- before,1
,--COMMA-- spend,1
,--COMMA-- isolated,1
,--COMMA-- once,1
,--COMMA-- together,2
,--COMMA-- 000,1
,--COMMA-- passing,1
,--COMMA-- defensive,1
,--COMMA-- defense,1
,--COMMA-- due,1
,--COMMA-- chains,1
,--COMMA-- loop,1
,--COMMA-- breaking,1
,--COMMA-- leads,1
,--COMMA-- denser,1
,--COMMA-- highly,1
,--COMMA-- spending,1
,--COMMA-- Orthogonal,1
,--COMMA-- 2-player,1
,--COMMA-- place-or-capture,1
,--COMMA-- connectivity,1
,--COMMA-- possibly,1
,--COMMA-- -,1
,--COMMA-- divisible,1
,--COMMA-- Kali,1
,--COMMA-- Treta,1
,--COMMA-- kali,2
,--COMMA-- dvapara,1
,--COMMA-- treta,2
,--COMMA-- we,1
,--COMMA-- calling,1
,--COMMA-- invented,1
,--COMMA-- p,1
,--COMMA-- under,1
,--COMMA-- consisted,1
,--COMMA-- nails,1
,--COMMA-- mainly,1
,--COMMA-- uses,1
,--COMMA-- paper,1
,--COMMA-- Scissors,1
,--COMMA-- Paper,1
,--COMMA-- within,1
,--COMMA-- contains,1
,--COMMA-- cage,1
,--COMMA-- literally,1
,--COMMA-- row,1
,--COMMA-- beijing,1
,--COMMA-- china",1
,--COMMA-- loosely,1
,--COMMA-- Monty,1
,--COMMA-- \"European\",1
,--COMMA-- inspired,1
,--COMMA-- Shisenshō,1
,--COMMA-- 'Four,1
,--COMMA-- ',1
,--COMMA-- Ending,1
,--COMMA-- Madoka,1
,--COMMA-- Theseus,1
,--COMMA-- both,1
-,- (,364
,- 7,6
,- #1,26
,- region,6
,- state,5
,- extra,1
,- from,2
,- to,2
,- capture,1
,- Name,2
,- Side,1
,- Target,1
,- Transit,1
,- Capture,1
,- player,2
,- conditional,1
,- the,2
,- The,10
,- Murus,1
,- "Columns",1
,- "DistanceToMove",1
,- Place,1
,- A,2
,- What,1
,- sides,1
,- Hermit,1
,- #2,1
,- <,38
,- horizontally,1
,- site,2
,- "Row"/"Column",2
,- index,2
,- If,4
,- "NumMaxCapture",1
,- or,2
,- CaptureToPieceAndResetCounter,7
,- NextCanNotMove,8
,- PieceHasNeverMoved,4
,- PieceHasMoved,4
,- RememberPieceHasMoved,4
,- KingNotCheckedAndToEmpty,3
,- DoCastle,3
,- DoubleStep,5
,- Save,12
,- Queens,4
,- Rooks,5
,- Bishops,5
,- Knights,5
,- pawn,1
,- knight,1
,- bishop,1
,- rook,1
,- queen,1
,- king,1
,- for,1
,- CaptureForwardDiagonal,3
,- Kings,3
,- P1,2
,- direction,4
,- number,1
,- condition,1
,- then,2
,- optional,2
,- Directions,3
,- between,1
,- They,2
,- Pawns,1
,- no,1
,- Large,1
,- Paths,1
,- Small,1
,- P1/P2,1
,- 5,1
,- 4,1
,- 3,3
,- 2,5
,- "ThrowValue",2
,- non-capturing,1
,- Move,1
,- Shoot,1
,- Trade,1
,- Increase,1
,- a,3
,- an,1
,- First,1
,- Battle,1
,- Open,1
,- Close,1
,- Diamond,1
,- River,1
,- Fortress,1
,- Canyon,1
,- Gridlock",1
,- Tiny,1
,- Aerial,1
,- Sudden,1
,- Random,4
,- No,5
,- Special,4
,- Brute,4
,- Sharpshooter,4
,- Ace,4
,- Sea,4
,- Guerrilla,4
,- Foreign,4
,- Conscription,4
,- Elite,4
,- Glass,4
,- Hardened,4
,- Preemptive,4
,- Retaliation,4
,- Lady,4
,- All,2
,- Units,9
,- Attacking,2
,- Defending,1
,- Both,1
,- Reinforcing,1
,- Any,1
,- There,1
,- Buildings,2
,- Healing,1
,- Additional,1
,- To,1
,- Purchased,1
,- Each,1
,- Grey,1
,- Deals,1
,- Can,9
,- Does,4
,- Cannot,7
,- Human,1
,- Direct,1
,- Indirect,1
,- Aircraft,1
,- Boat,1
,- Attacks,2
,- Standard",7
,- Diagonals,4
,- Recommended,1
,- Custom,2
,- .,2
,- 0,1
,- #5,1
,- Equi:,6
,- default,1
,- Non-Hex",1
,- Line,1
,- intended,1
,- //,1
,- liberties,1
,- eg,1
,- Board,1
,- ---,1
,- Pass,1
,- first,1
,- shows,1
,- Flow,1
,- Script,1
,- "FriendlyInSight",1
,- Square,1
,- 2:,1
,- "NumContagionByTurn",2
,- "NumContainmentByTurn",1
,- "NumRow",1
,- "TopRow",2
,- "RowToPlace",1
,- "NumColumn",1
"AH35","AH35" },1
.,. ",5554
,. The,1768
,. A,439
,. There,54
,. Pieces,329
,. 2,1105
,. 8",946
,. Officers,1
,. If,631
,. In,124
,. Two,140
,. One,162
,. Players,544
,. Multiple,61
,. When,673
,. 5,425
,. It,434
,. Goats,5
,. More,7
,. cyningstan,10
,. com/game/129/bagh-guti",1
,. All,29
,. This,121
,. Tigers,3
,. 4,53
,. 6,82
,. 8,117
,. Though,5
,. On,63
,. Eight,13
,. Doing,2
,. They,73
,. \",34
,. After,40
,. Play,239
,. Leopards,2
,. Many,2
,. Geese,1
,. Diagonals,7
,. .,1739
,. Black,18
,. multiple,1
,. White,16
,. Both,12
,. com/rulebooks/GOWITHTHEFLOE_EN,1
,. pdf\",15
,. nestorgames,21
,. com\",24
,. \"",8
,. Moves,12
,. Boards,5
,. },5
,. 1,55
,. 33,22
,. 0,452
,. 38,26
,. 67,24
,. 62,6
,. 9,125
,. Hens,2
,. Foxes,1
,. e,47
,. --COMMA--,52
,. Only,19
,. I,1
,. Molina,1
,. Subsequent,4
,. 1918-1919:,1
,. youtube,3
,. com/watch,3
,. Cattle,1
,. Dogs,4
,. Once,83
,. Oxen,1
,. one,3
,. Seventeen,5
,. 25,70
,. At,36
,. Three,80
,. Lines,5
,. g,12
,. Four,117
,. Rules,1
,. Written,1
,. Daviðsson,1
,. To,44
,. 333,6
,. (,121
,. Sixteen,10
,. Conversely,2
,. Musketeers,2
,. Enemies,2
,. wikipedia,94
,. org/wiki/Three_Musketeers_,1
,. 17,31
,. 65,25
,. 3,59
,. 13,132
,. 97,4
,. 75,84
,. 47,8
,. 95,17
,. 22,14
,. Nine,11
,. Zig-zag,1
,. 7,69
,. Played,16
,. Sheep,1
,. ggp,4
,. org/base/games/sheepAndWolf/v0/sheepAndWolf,1
,. kif\",3
,. P2,1
,. P1,1
,. it,2
,. Others,1
,. Earlier,1
,. Spaces,19
,. Rolls,3
,. These,32
,. Each,209
,. Rosettes,3
,. Five,20
,. Movement,5
,. Holes,5
,. Outer,1
,. Sometimes,2
,. Hole,5
,. Six,39
,. 18,118
,. 20,58
,. 12,100
,. Early,2
,. No,55
,. Fifteen,33
,. Throws,39
,. 11,44
,. 23,179
,. Throughout,2
,. However,25
,. Bottom,2
,. Twelve,44
,. Cars,1
,. First,7
,. org/wiki/Dodgem\",1
,. 14,13
,. Doubles,8
,. Circular,1
,. svg",345
,. 02,41
,. Also,5
,. Otherwise,15
,. org/details/fevga/mode/2up\",1
,. org,4
,. Point,9
,. ),41
,. 34,8
,. 45,52
,. Can,5
,. Players’,3
,. Player,20
,. Placing,5
,. Fourteen,3
,. Until,1
,. 94,3
,. 26,8
,. 44,14
,. From,13
,. An,23
,. Teams,2
,. 15,36
,. For,37
,. Fatih,1
,. 77,5
,. 005,3
,. 21,30
,. 31,20
,. 001,2
,. 08,5
,. 32,14
,. 04,32
,. 365,2
,. 075,62
,. 349,80
,. 60,6
,. 53,7
,. 46,7
,. 39,17
,. 03,95
,. 10,12
,. 24,20
,. 52,4
,. 59,10
,. 66,36
,. 284,5
,. 214,4
,. 144,6
,. 074,4
,. 004,4
,. 069,4
,. 139,5
,. 209,4
,. 279,4
,. 045,62
,. 06,9
,. 613,1
,. 29,31
,. 225,10
,. 563,1
,. 533,1
,. 503,1
,. 473,1
,. 443,1
,. 413,1
,. 383,2
,. 353,1
,. 575,2
,. 022,4
,. 42,3
,. 121,2
,. 265,5
,. 323,1
,. 151,6
,. 061,1
,. 07,13
,. 09,6
,. 521,6
,. 002,6
,. 195,2
,. 198,3
,. 083,1
,. 033,1
,. 127,1
,. 073,1
,. 023,1
,. 053,1
,. 063,1
,. 185,8
,. 215,3
,. 573,10
,. 095,4
,. 165,5
,. References,2
,. Its,9
,. 05,16
,. 27,14
,. 19,6
,. 49,11
,. 54,3
,. 64,2
,. 69,6
,. 74,4
,. 79,4
,. 84,2
,. 89,3
,. 99,5
,. Any,48
,. 28,84
,. 55,55
,. Ten,7
,. Including,1
,. Seven,14
,. Customarily,1
,. Line,1
,. com/articles/Mamoun/PlakotoBoardGameStrategy,1
,. com,31
,. com/variants/Portes,1
,. html\",14
,. 40,6
,. While,6
,. Cannot,17
,. Arcs,1
,. Pebbles,1
,. Boustrophedon,1
,. Standard,15
,. Splitting,1
,. Squares,2
,. Points,8
,. 85,10
,. Opponent's,11
,. com/variants/Tavli,1
,. Further,2
,. Sending,1
,. Twins,3
,. Hitting,1
,. 30,11
,. 35,19
,. 50,27
,. 70,3
,. 80,6
,. 90,3
,. 100,1
,. Game,3
,. Track,1
,. 01,6
,. 007,2
,. 423,2
,. Cantering,1
,. As,14
,. Pawns,21
,. Knights,1
,. org/wiki/Camelot_,1
,. Parker",1
,. all,1
,. org/wiki/Chinese_checkers",1
,. Jumps,2
,. com/game/71/grasshopper\",1
,. Jumping,1
,. org/wiki/Halma\",1
,. org/wiki/Salta_,1
,. ’,1
,. Moving,7
,. b,1
,. c,1
,. Hopping,2
,. Properly,1
,. Police,2
,. Disable,1
,. Thus,9
,. Suffragettes,1
,. Then,38
,. playsuffragetto,2
,. com/print\",1
,. 96,11
,. 83,2
,. 82,4
,. 57,2
,. 56,5
,. 43,3
,. Pushing,1
,. org/wiki/Arimaa\",1
,. Upon,11
,. com/the-ancient-game-of-ashtapada\",1
,. Typically,10
,. k,1
,. a,3
,. Bison,1
,. Buffalos,1
,. com/boardgame/32/buffalo-chess\",1
,. org/wiki/Breakthrough_,1
,. Yellow,1
,. Green,1
,. 114,3
,. 131,1
,. 148,2
,. 182,2
,. R,2
,. C,3
,. Bell,3
,. Move,4
,. GAME,2
,. com/rulebooks/CONSPIRATEURS_EN,1
,. During,24
,. org/wiki/EinStein_würfelt_nicht,1
,. //,30
,. Runner,1
,. Blocker,2
,. •,4
,. com/boardgame/2290/good-bad-ghosts\",1
,. Since,1
,. Representations,1
,. Extra,1
,. Another,4
,. org/wiki/Jungle_,1
,. com/boardgame/86169/kings-valley\",1
,. logygames,1
,. com/english/index,1
,. org/base/games/knightThrough/v0/knightThrough,1
,. kif,1
,. com/DennisSoemers/SerPrunesALot/blob/master/Report/ISG%20KnightThrough%20Report%20Dennis%20Soemers,1
,. pdf,1
,. at,3
,. Accumulated,1
,. Curiously,1
,. 63,2
,. Sacrifice,2
,. Goal:,3
,. NOTE:,1
,. com/boardgame/55131/murus-gallicus\",1
,. google,2
,. com/site/theowlsnest02/home/murus-gallicus\",1
,. com/rulebooks/MURUSGALLICUS_EN,1
,. =,3
,. Values,3
,. Certain,2
,. org/wiki/Pachisi\",1
,. 88,2
,. 71,5
,. 58,3
,. Neither,3
,. 86,4
,. 76,3
,. 36,4
,. 16,11
,. the,4
,. Objects,1
,. Other,6
,. Central,1
,. Perhaps,1
,. unifr,4
,. ch/pente-grammai/\",2
,. Royffe,1
,. That,4
,. com/boardgame/1419/pylos\",1
,. Royffe",1
,. gigamic,6
,. com/\",14
,. Quoridor,1
,. You,19
,. Meanwhile,2
,. com/boardgame/624/quoridor\",1
,. 825,52
,. 025,2
,. 875,1
,. Beginning,2
,. Normal,1
,. king,1
,. Workers,1
,. on,2
,. com/boardgame/194655/santorini\",1
,. 335,9
,. 61,1
,. 501,1
,. 91,1
,. when,3
,. com/boardgame/245222/squadro\",1
,. North,1
,. Circuits,1
,. 122,1
,. 254,3
,. 035,1
,. Sowing,112
,. Indeed,1
,. Capturing,19
,. Therefore,2
,. Captures,75
,. Hus,1
,. Sow,3
,. Sown,1
,. Opening,7
,. Initial,3
,. Second,2
,. Evidence,2
,. Counters,13
,. Captured,7
,. Single,21
,. Clockwise,2
,. Direction,1
,. Before,5
,. Adults,1
,. 37,2
,. 41,5
,. Number,1
,. 48,4
,. Alternatively,4
,. Townshend,2
,. Singletons,2
,. May,8
,. Stores,2
,. Main,2
,. Several,4
,. Instead,8
,. "Track",1
,. Pankhurst,1
,. <,14
,. Ownership,1
,. He,6
,. Rounds,2
,. Should,1
,. Lucia,4
,. Kaudern,1
,. Surplus,2
,. Starting,2
,. Seeds,1
,. org/wiki/Kalah\",1
,. Is,1
,. Whenever,2
,. With,6
,. Every,10
,. until,1
,. 72,3
,. Groups,2
,. Store,1
,. if,3
,. Next,2
,. Unfilled,1
,. Seventy,1
,. Opponent,1
,. org/wiki/Oware",1
,. and,1
,. Men,2
,. Leftover,1
,. Stones,7
,. com/media/images/2018/04/05/27-toguz-korgool-rules-en,1
,. from,2
,. fandom,6
,. com/wiki/%C3%9Cnee_Tugalluulax\",2
,. com/wiki/Waurie,1
,. Louis,1
,. org/wiki/Game_of_the_Amazons\",1
,. marksteeregames,19
,. com/Bamboo_rules,1
,. com/,5
,. com/boardgame/33046/blue-nile\",1
,. Contrary,1
,. org/wiki/Cram_,1
,. Graffiti,3
,. Black's,2
,. org/wiki/Domineering\",1
,. Markings,2
,. com/Gopher_hex_rules,1
,. Like,1
,. com/thread/2501354/hex-amazons\",1
,. nol2i,3
,. com/s_5/s_51/hobak-2,1
,. htm\",15
,. 707,2
,. org/wiki/Isolation_,1
,. Tower,1
,. 1963,1
,. \"Mathermatical,1
,. org/wiki/L_game\",1
,. com/game/59/madelinette\",1
,. It's,4
,. Board,1
,. 6x7,2
,. NoGo,1
,. Whoever,4
,. Put,1
,. com/Pathway_rules,1
,. com/boardgame/140782/quantum-leap\",1
,. com/index,2
,. php/aiai-home/\",1
,. com/boardgame/26135/susan\",1
,. Unlike,4
,. According,3
,. org/base/games/tron_10x10/v0/tron_10x10,1
,. Dr,1
,. Luc,1
,. Moreover,2
,. com/image/5060551/abak\",1
,. Browne,1
,. There's,1
,. Because,4
,. Small,1
,. Wise,1
,. Initially,5
,. com/#cross_detail\",1
,. Likewise,1
,. Crossway,1
,. add,2
,. org/wiki/Shannon_switching_game\",1
,. org/wiki/Gonnect\",1
,. com/Gyre_rules,1
,. Connect,1
,. Make,1
,. loop,1
,. org/wiki/Havannah\",1
,. org/wiki/Hex_,1
,. Subsequently,2
,. com/boardgame/298409/pippinzip\",2
,. Resolve,1
,. Passing,8
,. Same-colored,1
,. Cutting,1
,. OX,1
,. Place,7
,. Choose,1
,. com/boardgame/314106/resolve\",1
,. Walton",30
,. Straffin,1
,. 386-394,1
,. -,76
,. traxgame,2
,. com/about_rules,1
,. php\",2
,. Smith",3
,. blogspot,2
,. com/2005/12/unlur,1
,. org/wiki/Unlur\",1
,. Corners,1
,. Gardner,1
,. Schensted,1
,. Titus,1
,. W,2
,. Milnor",1
,. Now,1
