2
KEY,WORDS,MULTIPLICITY
cell,cell with,6
cell,cell or,2
cell,cell --COMMA--,7
cell,cell occupied,1
cell,cell and,2
cell,cell beyond,1
cell,cell is,4
cell,cell index,2
cell,cell whose,1
cell,cell already,1
cell,cell just,1
cell,cell ;,1
cell,cell becomes,1
cell,cell are,1
cell,cell that,3
cell,cell can,1
cell,cell which,1
cell,cell containing,1
cell,cell has,1
cell,cell then,1
cell,cell reachable,1
cell,cell than,2
cell,cell you,2
cell,cell unless,1
cell,cell board,1
cell,cell isolated,1
cell,cell next,1
cell,cell belonging,2
cell,cell available,1
0-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0,0-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0 .,1
Baidaq,Baidaq al-Bayadiq,7
Baidaq,Baidaq .,1
Baidaq,Baidaq (,2
Baidaq,Baidaq is,1
Baidaq,Baidaq proceeding,1
Baidaq,Baidaq --COMMA--,2
Baidaq,Baidaq becomes,1
Baidaq,Baidaq meet,1
nonMover,nonMover >,1
valid,valid move,2
valid,valid playing,1
"PieceCore","PieceCore" (,1
"PieceCore","PieceCore" "Suffragette",1
"PieceCore","PieceCore" "Policeman",1
"PieceCore","PieceCore" "Leader",1
"PieceCore","PieceCore" "Inspector",1
"O","O" 119,1
"O","O" 203,1
"O","O" ),2
Players:homes,Players:homes >,1
"For,"For a,6
"For,"For an,1
"Catch-Dolt","Catch-Dolt" },1
#1	,#1	 if:,1
"Fox,"Fox and,4
"Fox,"Fox Moves",1
"Fox,"Fox Moves/One,3
586-587,586-587 .,1
"H5","H5" "G4",1
"H5","H5" "I5",2
"H5","H5" "H8",1
"H5","H5" "I4",1
"H5","H5" },1
"H5","H5" "E8",1
"H5","H5" "H3",1
"H5","H5" "R5",1
"H5","H5" "AC5",1
"H5","H5" "G5",1
"H5","H5" "H4",2
"H5","H5" "I6",1
"H5","H5" "K3",1
"H5","H5" "E11",1
"H5","H5" >,1
Wazir:,Wazir: moves,3
television,television game,1
"TrackNormal","TrackNormal" "TrackPaired",1
Jr,Jr .,1
flip-captures,flip-captures --COMMA--,3
Cow,Cow Game",1
"Mu,"Mu Torere",1
"Mu,"Mu Torere,1
"Mu,"Mu Torere_ai",1
Ju,Ju (,1
Cox,Cox and,1
Cox,Cox (,1
"Line3D","Line3D" (,2
\"twelve,\"twelve signs\",1
"P","P" 52,1
"P","P" 187,1
"P","P" 169,1
#1",#1" <,1
"Meusueb_ai","Meusueb_ai" ),1
10000,10000 (,1
"StepBackwardToEmpty","StepBackwardToEmpty" ),1
"Duene_ai","Duene_ai" ),1
Ke,Ke --COMMA--,1
strongest,strongest to,1
by:Enemy,by:Enemy ),12
by:Enemy,by:Enemy container:"Board",25
by:Enemy,by:Enemy top:False,6
by:Enemy,by:Enemy (,3
by:Enemy,by:Enemy component:"Disc",3
"Squava_ai","Squava_ai" ),1
Ki,Ki Arabu,8
"ViolentOx","ViolentOx" Each,2
"ViolentOx","ViolentOx" P1,1
"ViolentOx","ViolentOx" P2,1
LL,LL (,4
\"activated\",\"activated\" with,2
"NumSeed","NumSeed" <,1
"NumSeed","NumSeed" },8
"H6","H6" },2
"H6","H6" "E6",1
"H6","H6" "E7",1
"H6","H6" "I6",2
"H6","H6" "H8",2
"H6","H6" "G6",4
"H6","H6" >,1
"H6","H6" "R6",1
"H6","H6" "AC6",1
"H6","H6" "G5",1
"H6","H6" "I7",2
"No,"No diagonal",1
"No,"No Multiple,1
"No,"No Diagonal",1
"No,"No multiple,4
"No,"No Capture",2
"No,"No Capture,1
"No,"No capture,1
"No,"No Opening",1
"No,"No Opening,1
"No,"No limit,1
"No,"No Piece",2
"No,"No Moves",3
"No,"No Moves,1
"No,"No Sideways",1
"No,"No move,1
"No,"No Swap",1
"No,"No swap,1
"No,"No Restricton",1
"No,"No balance,1
"No,"No Choice",1
"No,"No diagonal,2
"No,"No force,4
"No,"No Pieces",2
"No,"No Pawn,1
"No,"No double,1
"No,"No graphic,1
"No,"No Morphs",1
"No,"No outer,1
"P1,"P1 wins,1
"P1,"P1 and,1
"P2,"P2 has,1
"VertexJumped","VertexJumped" (,4
"MovingPhase","MovingPhase" (,1
"Complete","Complete" <,1
N",N" P2,1
N",N" directed:True,1
La,La Liebre",1
La,La Liebre_ai",1
etc,etc .,2
etc,etc ),1
"Piccione","Piccione" <,1
Le,Le Mans,1
Size/9x9",Size/9x9" },1
Guan,Guan --COMMA--,1
doctrines,doctrines //,1
entrance,entrance into,1
bridging,bridging markers,1
"On,"On a,3
"On,"On your,3
"On,"On the,1
"H7","H7" "H6",2
"H7","H7" "H5",2
"H7","H7" "G7",4
"H7","H7" "I7",4
"H7","H7" },2
"H7","H7" "E7",1
"H7","H7" "AC7",1
"H7","H7" "L15",1
"H7","H7" "C1",1
"H7","H7" "G8",1
Player,Player Mover,156
Player,Player Prev,5
Player,Player must,2
Player,Player >,31
Player,Player if:,14
Player,Player Loss,42
Player,Player (,8
Player,Player ),34
Player,Player Win,6
Player,Player P3,1
Player,Player P1,2
Player,Player P4,1
Player,Player P2,2
Player,Player picks,1
Player,Player "Home",15
Player,Player sows,1
Player,Player Next,7
Player,Player 1,2
Player,Player 2,12
Player,Player #1,1
Player,Player takes,1
Player,Player who,2
Player,Player action,3
Player,Player <,1
Player,Player index,2
Player,Player One,1
Player,Player Two,1
Player,Player wins,1
Player,Player 1's,1
Player,Player 3's,2
Player,Player 3,1
Player,Player on,1
Player,Player A",1
Player,Player Version:,1
Player,Player removal,1
Player,Player doctrines,1
Player,Player maps,1
Player,Player alternate,1
Player,Player determines,1
Lo,Lo Su,1
N1,N1 --COMMA--,730
"Microsoft","Microsoft" "Pragmata",26
N2,N2 --COMMA--,21
below,below the,3
below,below it,3
below,below ),5
below,below on,1
below,below and,1
below,below each,1
N3,N3 --COMMA--,23
on:#2,on:#2 ),1
N4,N4 --COMMA--,12
N5,N5 --COMMA--,13
surviving,surviving form,1
surviving,surviving games,1
surviving,surviving member,1
N6,N6 --COMMA--,5
N7,N7 --COMMA--,32
"MoveChoice","MoveChoice" (,1
"MoveChoice","MoveChoice" "HopCaptureForwards",1
"MoveChoice","MoveChoice" "StepToEmptyForwards",1
recaptured,recaptured ),1
"RegularRegions","RegularRegions" (,1
"RegularRegions","RegularRegions" >,3
"R","R" 143,1
"R","R" 170,1
Ma,Ma (,2
Ma,Ma and,1
Entrenchment,Entrenchment sites,1
races,races in,1
races,races to,1
NE,NE SE,8
NE,NE --COMMA--,42
NE,NE ),41
NE,NE SW,7
NE,NE (,2
NE,NE NW,2
NE,NE },1
NE,NE NE,1
NE,NE included:True,2
Me,Me XO",1
Me,Me XO,1
Me,Me XO_ai",1
al-Mustatila_ai",al-Mustatila_ai" ),1
"Loopy","Loopy" "Ourobouros",1
"IfEnemyBlotIt","IfEnemyBlotIt" (,3
"IfEnemyBlotIt","IfEnemyBlotIt" ),3
"H8","H8" ),17
"H8","H8" },55
"H8","H8" "E2",1
"H8","H8" "I8",5
"H8","H8" "J8",1
"H8","H8" "H2",1
"H8","H8" "A8",1
"H8","H8" "R8",1
"H8","H8" "AC8",1
"H8","H8" "I7",1
"H8","H8" "G7",1
"H8","H8" "G8",1
"H8","H8" "F2",1
"H8","H8" "I6",1
Sina'anil",Sina'anil" (,1
Sina'anil",Sina'anil" <,1
turn:,turn: a,1
turn:,turn: Take,1
turn:,turn: an,1
turn:,turn: 3,1
turn:,turn: to,1
angles,angles along,1
elderly,elderly .,1
elderly,elderly man,1
NW,NW SW,8
NW,NW ),42
NW,NW --COMMA--,42
NW,NW (,3
NW,NW SE,6
NW,NW },1
NW,NW NW,1
NW,NW NE,1
NW,NW included:True,2
trick,trick of,1
trick,trick to,1
"SwallowsWings2","SwallowsWings2" {,1
"S","S" 136,1
"S","S" 186,1
com/rulebooks/GOWITHTHEFLOE_EN,com/rulebooks/GOWITHTHEFLOE_EN .,1
"RestrictedHumanMoveSpots","RestrictedHumanMoveSpots" ),1
"RestrictedHumanMoveSpots","RestrictedHumanMoveSpots" (,1
chose,chose to,1
"Qi,"Qi Guo,3
France,France .,12
France,France --COMMA--,20
France,France using,1
France,France since,2
France,France in,2
France,France ),1
France,France and,3
Anglicorum,Anglicorum (,3
Anglicorum,Anglicorum was,1
harder,harder to,1
turn",turn" ),1
OK,OK --COMMA--,1
"math/graph","math/graph" ),11
Oefele,Oefele 1904,1
Oefele,Oefele 1904:,1
"Isaak,"Isaak Grigorevich,1
P1,P1 (,950
P1,P1 Win,219
P1,P1 ),2057
P1,P1 "StepToEmpty",20
P1,P1 N,29
P1,P1 ?,2
P1,P1 <,4
P1,P1 S,1
P1,P1 Loss,14
P1,P1 "StepDiagonalToEmpty",1
P1,P1 .,2
P1,P1 makes,1
P1,P1 directed:True,229
P1,P1 6,16
P1,P1 P3,31
P1,P1 {,36
P1,P1 Home,66
P1,P1 0,39
P1,P1 61,1
P1,P1 E,2
P1,P1 P2,56
P1,P1 "Arc",1
P1,P1 "Track1",2
P1,P1 12,1
P1,P1 7,10
P1,P1 scale:0,7
P1,P1 11,2
P1,P1 },23
P1,P1 23,1
P1,P1 56,3
P1,P1 25,2
P1,P1 2,35
P1,P1 13,2
P1,P1 22,1
P1,P1 P4,3
P1,P1 --COMMA--,1
P1,P1 "House,2
P1,P1 in:,1
P1,P1 "Suffragettes",1
P1,P1 "D1",2
P1,P1 "E3",2
P1,P1 26,2
P1,P1 1,40
P1,P1 3,25
P1,P1 4,21
P1,P1 5,20
P1,P1 8,3
P1,P1 9,4
P1,P1 "Home",38
P1,P1 image:"triangle",1
P1,P1 46,1
P1,P1 "RightCentral",1
P1,P1 #1,1
P1,P1 size:1,1
P1,P1 67,1
P1,P1 "Minus",2
P1,P1 29,1
P1,P1 inner,47
P1,P1 four,1
P1,P1 "FourLeftInner",1
P1,P1 outer,14
P1,P1 "Outer",8
P1,P1 "Inner",9
P1,P1 half,1
P1,P1 "HalfRightInner",1
P1,P1 15,2
P1,P1 14,2
P1,P1 home,92
P1,P1 sides,1
P1,P1 LeftMost,1
P1,P1 End,1
P1,P1 Inner,4
P1,P1 Left,2
P1,P1 Outer,1
P1,P1 "InnerInit",1
P1,P1 24,1
P1,P1 34,1
P1,P1 32,1
P1,P1 first,1
P1,P1 FirstSite,33
P1,P1 "PiecesOwnedByP2",1
P1,P1 LastSite,7
P1,P1 "OpeningRegion",1
P1,P1 right,1
P1,P1 Three,2
P1,P1 Draw,1
P1,P1 places,1
P1,P1 >,2
P1,P1 "Order",1
P1,P1 "O",2
P1,P1 All,1
P1,P1 Vertex,2
P1,P1 "CounterStar",1
P1,P1 "DoubleCounter",1
P1,P1 "G3",1
P1,P1 "M2",1
P1,P1 W,2
P1,P1 or,2
P1,P1 "Persians",1
P1,P1 "Palace",1
P1,P1 "StepMoveOnThePlace",1
P1,P1 fillColour:,5
P1,P1 piece:"General",1
P1,P1 "Defence",1
P1,P1 144,1
P1,P1 "TinSoldier",1
P1,P1 image:"square",2
P1,P1 state:0,1
P1,P1 "Disc",7
P1,P1 Edge,8
P1,P1 "Hex",2
P1,P1 maxState:3,1
P1,P1 maxState:6,1
P1,P1 "Ball",16
P1,P1 "I",1
P1,P1 "TerritoryP1",1
P1,P1 "Move",2
P1,P1 "StepOrthogonalToEmpty",50
No,No other,6
No,No more,6
No,No spaces,1
No,No second,1
No,No piece,4
No,No exchange,1
No,No marked,1
No,No simultaneous,2
No,No capture,2
No,No captures,2
No,No Simultaneous,1
No,No swap,1
No,No swapping,10
No,No en,15
No,No castling,15
No,No en-passant,1
No,No available,1
No,No Doctrine,4
No,No effect,1
No,No friendly,1
No,No path,1
No,No deduction,1
No,No equipment,1
P2,P2 "StepToEmpty",25
P2,P2 ),1644
P2,P2 Win,183
P2,P2 (,898
P2,P2 <,4
P2,P2 N,12
P2,P2 E,1
P2,P2 can,1
P2,P2 "StepDiagonalToEmpty",1
P2,P2 to,1
P2,P2 wins,1
P2,P2 win,1
P2,P2 makes,1
P2,P2 directed:True,230
P2,P2 7,4
P2,P2 P4,30
P2,P2 {,36
P2,P2 Home,10
P2,P2 12,8
P2,P2 21,1
P2,P2 "Car",1
P2,P2 6,18
P2,P2 P1,13
P2,P2 "Arc",1
P2,P2 },30
P2,P2 "Track2",2
P2,P2 25,3
P2,P2 Loss,7
P2,P2 18,3
P2,P2 scale:0,3
P2,P2 19,6
P2,P2 31,1
P2,P2 10,5
P2,P2 35,4
P2,P2 0,13
P2,P2 2,32
P2,P2 "2",1
P2,P2 14,1
P2,P2 13,4
P2,P2 P3,34
P2,P2 "Albert,2
P2,P2 in:,1
P2,P2 "Police",1
P2,P2 .,1
P2,P2 "E8",2
P2,P2 "D6",2
P2,P2 27,4
P2,P2 48,1
P2,P2 1,36
P2,P2 3,22
P2,P2 4,20
P2,P2 5,17
P2,P2 8,4
P2,P2 9,1
P2,P2 "Home",37
P2,P2 degrees:180,18
P2,P2 image:"triangle",1
P2,P2 //,1
P2,P2 46,1
P2,P2 "RightCentral",1
P2,P2 #1,1
P2,P2 42,1
P2,P2 76,1
P2,P2 36,2
P2,P2 22,1
P2,P2 S,29
P2,P2 23,3
P2,P2 "Minus",2
P2,P2 20,1
P2,P2 26,1
P2,P2 29,1
P2,P2 home,148
P2,P2 inner,47
P2,P2 four,1
P2,P2 "FourLeftInner",1
P2,P2 "Outer",8
P2,P2 "Inner",9
P2,P2 outer,10
P2,P2 half,1
P2,P2 "HalfRightInner",1
P2,P2 24,2
P2,P2 16,2
P2,P2 17,5
P2,P2 sides,1
P2,P2 LeftMost,1
P2,P2 End,1
P2,P2 Inner,4
P2,P2 Left,2
P2,P2 Outer,1
P2,P2 "InnerInit",1
P2,P2 33,1
P2,P2 first,1
P2,P2 LastSite,33
P2,P2 "PiecesOwnedByP1",1
P2,P2 39,1
P2,P2 FirstSite,7
P2,P2 11,6
P2,P2 15,1
P2,P2 "OpeningRegion",1
P2,P2 right,1
P2,P2 Three,2
P2,P2 >,2
P2,P2 "Chaos",1
P2,P2 "X",2
P2,P2 All,1
P2,P2 Vertex,2
P2,P2 "CounterStar",1
P2,P2 "DoubleCounter",1
P2,P2 "Stick",1
P2,P2 "G9",1
P2,P2 "A10",1
P2,P2 W,1
P2,P2 "Spartans",1
P2,P2 "Hoplite",1
P2,P2 "General",1
P2,P2 "Warlord",1
P2,P2 piece:"Osho",8
P2,P2 degrees:270,1
P2,P2 "Palace",1
P2,P2 "StepMoveOnThePlace",1
P2,P2 fillColour:,5
P2,P2 "_black",5
P2,P2 piece:"General",1
P2,P2 "Defence",1
P2,P2 148,1
P2,P2 "TinSoldier",1
P2,P2 "RegimentalOutline",1
P2,P2 "RiderOutline",1
P2,P2 "CannonOutline",1
P2,P2 "WagonOutline",1
P2,P2 image:"square",2
P2,P2 "Flip",16
P2,P2 state:0,1
P2,P2 "Disc",7
P2,P2 Edge,6
P2,P2 "Hex",2
P2,P2 maxState:3,1
P2,P2 maxState:6,1
P2,P2 "Ball",16
P2,P2 "I",1
P2,P2 "TerritoryP2",1
P3,P3 directed:True,98
P3,P3 17,1
P3,P3 },28
P3,P3 (,78
P3,P3 ),282
P3,P3 88,1
P3,P3 {,2
P3,P3 12,1
P3,P3 56,2
P3,P3 P5,12
P3,P3 22,1
P3,P3 2,8
P3,P3 P2,2
P3,P3 Win,11
P3,P3 "H4",1
P3,P3 "F5",1
P3,P3 5,3
P3,P3 45,1
P3,P3 P4,28
P3,P3 "RightCentral",1
P3,P3 #1,1
P3,P3 53,1
P3,P3 scale:0,1
P3,P3 76,2
P3,P3 82,1
P3,P3 20,2
P3,P3 52,1
P3,P3 28,1
P3,P3 4,3
P3,P3 "Y",2
P3,P3 E,1
P3,P3 S,1
P3,P3 3,8
P3,P3 1,3
P3,P3 Loss,3
P3,P3 6,1
P3,P3 degrees:180,1
P3,P3 piece:"General",1
P3,P3 "Flip",2
P3,P3 state:0,1
P3,P3 "Hex",1
P3,P3 "Disc",1
P4,P4 directed:True,91
P4,P4 21,1
P4,P4 },29
P4,P4 (,62
P4,P4 ),221
P4,P4 32,1
P4,P4 {,1
P4,P4 18,1
P4,P4 35,2
P4,P4 P6,12
P4,P4 10,1
P4,P4 14,2
P4,P4 P1,2
P4,P4 Win,9
P4,P4 "A5",1
P4,P4 "C4",1
P4,P4 5,3
P4,P4 45,1
P4,P4 "RightCentral",1
P4,P4 #1,1
P4,P4 3,6
P4,P4 11,1
P4,P4 scale:0,1
P4,P4 44,1
P4,P4 30,1
P4,P4 27,1
P4,P4 28,1
P4,P4 4,9
P4,P4 "Z",1
P4,P4 E,1
P4,P4 N,1
P4,P4 1,3
P4,P4 2,3
P4,P4 6,1
P4,P4 degrees:90,1
P4,P4 piece:"General",1
P4,P4 P5,25
P4,P4 "Flip",2
P4,P4 state:0,1
P4,P4 Loss,1
P4,P4 "Hex",1
P4,P4 "Disc",1
P5,P5 directed:True,60
P5,P5 56,1
P5,P5 (,11
P5,P5 },9
P5,P5 ),78
P5,P5 4,3
P5,P5 5,2
P5,P5 piece:"General",1
P5,P5 P6,25
P5,P5 P7,8
P5,P5 Win,6
P5,P5 "Hex",1
P5,P5 "Disc",1
P6,P6 directed:True,60
P6,P6 35,1
P6,P6 (,9
P6,P6 },14
P6,P6 ),76
P6,P6 5,3
P6,P6 6,2
P6,P6 piece:"General",1
P6,P6 P7,20
P6,P6 P8,8
P6,P6 Win,6
P7,P7 ),68
P7,P7 directed:True,49
P7,P7 6,2
P7,P7 (,4
P7,P7 7,2
P7,P7 piece:"General",1
P7,P7 P8,20
P7,P7 },7
P7,P7 P9,6
P7,P7 Win,5
Nu,Nu (,1
P8,P8 ),61
P8,P8 directed:True,49
P8,P8 7,2
P8,P8 (,2
P8,P8 8,2
P8,P8 },12
P8,P8 P9,15
P8,P8 P10,6
P8,P8 Win,5
property:,property: If,1
"FreeWolf","FreeWolf" Each,2
"FreeWolf","FreeWolf" P1,1
"FreeWolf","FreeWolf" P2,1
P9,P9 ),54
P9,P9 directed:True,38
P9,P9 8,1
P9,P9 P10,20
P9,P9 },2
P9,P9 P11,4
P9,P9 Win,4
OX,OX XO,1
adjacent,adjacent points,3
adjacent,adjacent spot,93
adjacent,adjacent goat,3
adjacent,adjacent vacant,4
adjacent,adjacent intersection,11
adjacent,adjacent one,1
adjacent,adjacent side,5
adjacent,adjacent hen,2
adjacent,adjacent point,25
adjacent,adjacent space,25
adjacent,adjacent dog,2
adjacent,adjacent opponent's,9
adjacent,adjacent empty,36
adjacent,adjacent piece,20
adjacent,adjacent to,75
adjacent,adjacent spaces,5
adjacent,adjacent dark,1
adjacent,adjacent quadrant,2
adjacent,adjacent friendly,1
adjacent,adjacent enemy,7
adjacent,adjacent hole,2
adjacent,adjacent square,10
adjacent,adjacent man,1
adjacent,adjacent opponent,2
adjacent,adjacent position,2
adjacent,adjacent holes,5
adjacent,adjacent corners,1
adjacent,adjacent if,1
adjacent,adjacent unoccupied,3
adjacent,adjacent sites,1
adjacent,adjacent vertex,3
adjacent,adjacent intersections,2
adjacent,adjacent cell,2
adjacent,adjacent orthogonal,2
adjacent,adjacent sides,1
adjacent,adjacent squares,5
adjacent,adjacent opposing,2
adjacent,adjacent player,4
adjacent,adjacent pieces,1
adjacent,adjacent .,5
adjacent,adjacent field,1
adjacent,adjacent directions,10
adjacent,adjacent direction,9
adjacent,adjacent directions:,1
adjacent,adjacent site,1
adjacent,adjacent unit,1
adjacent,adjacent building,1
adjacent,adjacent stones,3
adjacent,adjacent movement,1
adjacent,adjacent goats,1
adjacent,adjacent cells,1
adjacent,adjacent checkers,1
adjacent,adjacent Enemy,2
adjacent,adjacent cells",1
adjacent,adjacent locations,1
adjacent,adjacent pair,2
adjacent,adjacent mover,2
adjacent,adjacent hexes,1
adjacent,adjacent (,1
adjacent,adjacent enemies,1
adjacent,adjacent rhombuses,1
adjacent,adjacent circles,1
adjacent,adjacent peg,1
Rabbatuees",Rabbatuees" (,1
"wolf","wolf" {,1
rolls,rolls on,1
rolls,rolls in,1
rolls,rolls two,3
rolls,rolls the,5
rolls,rolls again,2
rolls,rolls triples,1
rolls,rolls a,4
rolls,rolls one,1
rolls,rolls highest,1
rolls,rolls doubles,1
rolls,rolls of,1
rolls,rolls .,3
rolls,rolls where,1
rolls,rolls are,1
E8",E8" P2,4
E8",E8" P4,1
"RestOfThrow","RestOfThrow" (,1
"RestOfThrow","RestOfThrow" ),4
4-player,4-player intuitive,1
4-player,4-player Othello,1
4-player,4-player chess,1
4-player,4-player Shogi,1
4-player,4-player --COMMA--,3
"Columns","Columns" 8,19
"Columns","Columns" ),229
"Columns","Columns" 2,98
"Columns","Columns" store:None,80
"Columns","Columns" <,40
"Columns","Columns" 5,2
"Columns","Columns" 7,11
"Columns","Columns" 3,6
"Columns","Columns" 12,4
"Columns","Columns" 1,1
"Columns","Columns" 9,2
"Columns","Columns" 6,25
"Columns","Columns" {,8
"Columns","Columns" 4,1
"Columns","Columns" 10,1
"Columns","Columns" (,8
"Columns","Columns" to:,2
Okwe,Okwe is,1
Okwe,Okwe --COMMA--,1
"SwallowsWings1","SwallowsWings1" {,1
plots,plots of,1
"T","T" 135,1
Of,Of The,1
Of,Of War,1
Of,Of special,1
Perhaps,Perhaps they,1
queens,queens ),1
queens,queens .,2
queens,queens arranged,1
queens,queens in,2
queens,queens are,1
queens,queens on,1
Oi,Oi (,1
Oi,Oi --COMMA--,1
forms,forms of,5
forms,forms a,6
forms,forms an,1
forms,forms no,1
forms,forms one,2
forms,forms .,1
forms,forms (,1
On,On one,3
On,On the,23
On,On either,1
On,On its,6
On,On each,6
On,On a,8
On,On your,7
On,On their,5
On,On whites,1
On,On opposite,1
On,On his,1
On,On reaching,4
On,On turns,1
On,On all,1
"H9","H9" "I9",7
"H9","H9" "J9",1
"H9","H9" "I11",2
"H9","H9" >,1
"H9","H9" "G9",2
"H9","H9" "H8",1
"H9","H9" },5
"H9","H9" "AC9",1
"H9","H9" "H1",1
teaser,teaser --COMMA--,1
Sending,Sending an,1
Meta,Meta >,5
net/,net/ ?,2
"Hole,"Hole 6,1
Or,Or Repeating,2
Or,Or according,1
com/wxk116/Roman/BoardGames/latruncu,com/wxk116/Roman/BoardGames/latruncu .,2
Ot,Ot (,1
"MountainGeneral1","MountainGeneral1" {,1
PY,PY ],2
303-304,303-304 .,1
"Ruleset,"Ruleset used,1
"Ruleset,"Ruleset suggested,4
Cua,Cua Kin,2
"Luuth,"Luuth is,1
"U30","U30" },1
MainWin1,MainWin1 >,1
901BCE,901BCE .,1
MainWin0,MainWin0 >,1
pounds,pounds --COMMA--,1
"Tron,"Tron is,1
"Chandraki","Chandraki" "Chadraki",1
represented,represented the,1
represented,represented as,1
represented,represented by,2
represented,represented here,1
Best,Best claims,1
"J31","J31" "AA31",1
"DistInNESW","DistInNESW" (,1
"DistInNESW","DistInNESW" ),1
Po,Po (,1
Players:Play,Players:Play >,1
"Elephant","Elephant" Each,18
"Elephant","Elephant" "Hand",1
"Elephant","Elephant" Next,6
"Elephant","Elephant" (,5
"Elephant","Elephant" ),6
"Elephant","Elephant" Mover,4
"Elephant","Elephant" P1,4
"Elephant","Elephant" 0,1
"Elephant","Elephant" P2,4
"Elephant","Elephant" },1
"Elephant","Elephant" image:"Elephant",1
Board:MainWinC,Board:MainWinC >,10
remain,remain .,3
remain,remain the,3
remain,remain on,6
remain,remain behind,1
remain,remain in,12
remain,remain empty,1
remain,remain (,1
remain,remain touching,1
remain,remain from,1
remain,remain connected,1
"Ahtarah,"Ahtarah Guti",1
"Ahtarah,"Ahtarah Guti,1
"Ahtarah,"Ahtarah Guti_ai",1
"Pachesi,"Pachesi is,1
"4x8","4x8" <,2
HumanLight,HumanLight ),6
"Galatjan,"Galatjan is,1
"Suffragetto_ai","Suffragetto_ai" ),1
Begum,Begum 22-06-2020",3
Begum,Begum 01-06-2020",1
Begum,Begum 25-05-2020",3
Begum,Begum 29-06-2020",1
Begum,Begum 22-05-2020",1
Begum,Begum 26-05-2020",1
Begum,Begum 11-06-2020",1
"SilverHare","SilverHare" Each,1
"SilverHare","SilverHare" P1,1
"SilverHare","SilverHare" P2,1
S",S" P1,3
S",S" directed:True,1
S",S" P2,2
"Where","Where" (,15
"Where","Where" {,8
Board:MainWin0,Board:MainWin0 >,2
"Some,"Some Choice",1
"Some,"Some of,1
eye,eye --COMMA--,1
eye,eye .,1
"Ishighän,"Ishighän is,1
com/thread/2518705\",com/thread/2518705\" target=\"_blank\",1
himself,himself in,1
himself,himself who,1
"EdgeBetweenCells","EdgeBetweenCells" (,2
Board:MainWin1,Board:MainWin1 >,2
Hoyito",Hoyito" "Casitas",1
angled,angled toward,1
Sticks,Sticks are,5
Mehen,Mehen was,1
Althöfer,Althöfer --COMMA--,1
"Ti,"Ti is,1
Qi,Qi (,1
Qi,Qi is,1
"HalfHexHexBoard","HalfHexHexBoard" <,1
"Bear","Bear" Each,1
"Bear","Bear" P2,2
"Bear","Bear" P1,1
"Bear","Bear" (,1
"Hop","Hop" <,1
"Hop","Hop" ),5
"Hop","Hop" (,32
"Hop","Hop" #1,7
"Hop","Hop" ~,4
"Hop","Hop" Diagonal,2
"Hop","Hop" if:,1
"J32","J32" "AA32",1
MainWinC,MainWinC >,1
"To,"To be,2
"To,"To win,2
"To,"To place",1
"To,"To Capture",1
"To,"To Move,1
"To,"To start,1
"To,"To control,1
S1,S1 --COMMA--,440
Doze",Doze" "Qirq",1
S2,S2 --COMMA--,23
S3,S3 --COMMA--,22
S4,S4 --COMMA--,13
S5,S5 --COMMA--,6
S6,S6 --COMMA--,6
S7,S7 --COMMA--,32
"Maze_ai","Maze_ai" ),1
"Ruleset/Set,"Ruleset/Set Dilth',1
code:,code: <,1
"W","W" 3,2
"W","W" 2,1
Shodra_ai",Shodra_ai" ),2
"Cram","Cram" (,1
\"makes,\"makes a,1
SE,SE NW,11
SE,SE --COMMA--,45
SE,SE ),38
SE,SE },6
SE,SE (,2
SE,SE NE,2
SE,SE SE,1
SE,SE SW,2
default,default the,1
default,default 2,1
default,default Equi,1
default,default Hops-a-Daisy,1
default,default Equiversi,4
default,default for,1
default,default Originals,1
default,default rules,1
gray,gray or,1
"Beals,"Beals and,1
"U32","U32" },1
"BarEmpty","BarEmpty" (,10
"BarEmpty","BarEmpty" Mover,1
"Awethlacnawe","Awethlacnawe" },1
"Um,"Um el,6
"Um,"Um el-Bagara",1
"Um,"Um el-Bagara,1
"Um,"Um el-Bagara_ai",1
Nè,Nè (,1
Nè,Nè in,1
Nè,Nè --COMMA--,1
Nè,Nè elsewhere,1
Nè,Nè .,1
Nè,Nè forward,1
"Un,"Un Almy,1
Quadruple_ai",Quadruple_ai" ),1
"J33","J33" "AA33",1
Courier,Courier (,2
"KingNotCheckedAndToEmpty","KingNotCheckedAndToEmpty" (,63
"Migeod,"Migeod 1926:,1
"LeftFurtherRow","LeftFurtherRow" {,1
"LeftFurtherRow","LeftFurtherRow" Mover,2
"Seal1","Seal1" ),2
"Seal1","Seal1" {,1
alternatively,alternatively moves,1
SW,SW },12
SW,SW --COMMA--,47
SW,SW ),39
SW,SW NE,4
SW,SW (,3
SW,SW SE,2
SW,SW SW,1
SW,SW NW,2
looping,looping along,1
black,black pieces,5
black,black tokens,1
black,black player,6
black,black wins,1
black,black ),6
black,black piece,7
black,black --COMMA--,12
black,black side,4
black,black sides,5
black,black along,1
black,black .,5
black,black to,3
black,black and,9
black,black on,7
black,black with,1
black,black =,6
black,black army,1
black,black stones,4
black,black hair,1
black,black or,5
black,black squares,2
black,black spaces,2
black,black dogs,1
black,black space,1
black,black for,1
black,black so,1
black,black queen,2
black,black king,2
black,black player's,1
black,black dot,5
black,black dots,5
black,black are,2
black,black face,1
