3
KEY,WORDS,MULTIPLICITY
,a board,1
,a hexagonal,1
,a Pawn,4
,a Knight,2
,a space,1
,a Rook,1
,a King,1
,a stalemate,2
,a rule,1
,a threat,1
,a chance,1
,that a piece,1
,its a building,2
,Attacking a building,1
,Attacking a unit,1
,is a counter,2
,a building,3
,a unit,1
,wins a tie,1
,a tie,1
,helped a lot,1
,of a piece,1
,on a cell,1
,changes a few,1
,a lot,1
,a cell,1
,a few,1
,to a friendly,1
,with a limit,1
,a friendly,1
,a limit,1
,is a series,1
,of a total,1
,of a move,1
,as a removal,1
,by a destination,1
,as a destination,1
,After a passed,1
,place a piece,1
,for a pie,1
,Make a large,1
,a series,1
,a total,1
,a removal,1
,a destination,2
,a passed,1
,a pie,1
,a large,1
,or a set,1
,a set,1
WNW,{ WNW ENE,7
,WNW ENE,7
,STRING WNW INTEGER,8
,WNW INTEGER,8
<369>,<81> <369> STRING,1
,<369> STRING,1
<48>,STRING <48> STRING,1
,<48> STRING,1
<row>,{ <row> },1
,<row> },1
Infinity,= Infinity (,10
,Infinity (,10
e,move e .,1
,e .,5
,. e .,4
follows:,as follows: INTEGER,1
,follows: INTEGER,1
spiral,( spiral turns:5,4
,spiral turns:5,4
,the spiral board,1
,spiral board,1
<Players:init>,Count <Players:init> to:,1
,<Players:init> to:,1
i,( i .,1
,i .,4
,) i .,2
,difference i .,1
<ChosenHop:prioritySetting>,play <ChosenHop:prioritySetting> ),1
,<ChosenHop:prioritySetting> ),1
union,( union (,380
,union (,380
,( union {,191
,union {,191
Artillery,) Artillery (,1
,Artillery (,1
<Player:startP3>,) <Player:startP3> <Player:startP4>,3
,<Player:startP3> <Player:startP4>,3
forests,in forests ),1
,in forests (,1
,forests ),1
,forests (,1
the,for the winning,2
,in the source,3
,the winning,2
,the source,3
,to the hand,3
,to the starting,4
,the hand,6
,the starting,6
,Reset the value,1
,the value,1
,Remove the Twin,1
,to the centre,1
,the Twin,1
,the centre,1
,of the knight,1
,all the possibilities,1
,on the goal,1
,of the enemy,1
,the knight,1
,the possibilities,1
,the goal,1
,the enemy,2
,in the target,1
,the target,3
,if the to,1
,on the to,1
,if the from,1
,to the to,1
,store the piece,1
,in the next,1
,not the previous,1
,of the piece,3
,in the hand,2
,the to,3
,the from,1
,the piece,5
,the next,5
,the previous,2
,in the given,1
,all the orthogonal,1
,the given,3
,the orthogonal,1
,in the water,1
,the water,1
,into the two,1
,if the destination,1
,removes the only,1
,in the 'to',2
,between the 3-stack,2
,and the target,2
,the two,2
,the destination,1
,the only,1
,the 'to',2
,the 3-stack,2
,look the notched,1
,the notched,2
,build the building,1
,the building,1
,is the notched,1
,store the next,2
,in the pending,2
,the pending,2
,pending the next,1
,at the initial,2
,the initial,3
,update the number,1
,the number,1
,of the P1,1
,of the P2,1
,the P1,1
,the P2,1
,without the simultaneous,2
,the simultaneous,2
,check the previous,1
,except the last,1
,the last,3
,represents the phase,4
,the phase,4
,separate the four,1
,of the board,3
,the four,1
,the board,4
,in the STRING,1
,the STRING,2
,in the designated,1
,in the supergame,1
,the designated,1
,the supergame,1
,following the rules,1
,and the game,1
,for the mover,1
,the rules,4
,the game,8
,the mover,1
,capturing the attacker,3
,of the pieces,4
,the attacker,3
,the pieces,4
,do the promoted,1
,the promoted,1
,for the last,1
,Only the king,1
,the king,1
,of the game,2
,in the rules,2
,in the promotion,1
,in the second,1
,the promotion,2
,the second,1
,begin the playing,1
,the playing,1
,in the other,1
,the other,3
,be the compass,1
,the compass,1
,whatever the die,1
,the die,1
,For the initial,1
,of the pawns,1
,the pawns,1
,for the Persians,1
,Furthermore the Persian,1
,Kings the Spartans,1
,all the Kings,1
,on the board,1
,at the time,1
,Then the rules,1
,the Persians,1
,the Persian,1
,the Spartans,1
,the Kings,1
,the time,1
,reaches the side,1
,then the Pawn,2
,of the captured,1
,as the player,1
,of the given,2
,reaches the far,1
,on the player's,2
,--COMMA-- the Pawn,1
,of the INTEGER,1
,of the six,2
,of the Rooks,1
,to the same,1
,neither the King,1
,nor the Rook,1
,of the same,3
,as the space,1
,on the current,1
,reaching the side,1
,reaches the farthest,1
,where the delayed,1
,--COMMA-- the possible,1
,of the Pawn,1
,before the promotion,1
,When the game,2
,--COMMA-- the checkmating,1
,--COMMA-- the checkmated,1
,and the remaining,1
,passes the current,1
,--COMMA-- the first,1
,of the other,1
,the side,2
,the Pawn,4
,the captured,1
,the player,1
,the far,1
,the player's,2
,the INTEGER,1
,the six,2
,the Rooks,1
,the same,4
,the King,1
,the Rook,1
,the space,1
,the current,2
,the farthest,1
,the delayed,1
,the possible,1
,the checkmating,1
,the checkmated,1
,the remaining,3
,the first,1
,on the palace,1
,on the Palace,1
,the palace,1
,the Palace,1
,remove the dice,2
,the dice,2
,from the hand,1
,to the central,1
,from the central,1
,to the entry,1
,of the spiral,1
,capturing the other,1
,on the two,1
,of the spirale,1
,the central,2
,the entry,1
,the spiral,1
,the spirale,1
,from the unit,1
,Sets the owner,1
,at the end,1
,at the rotation,1
,outnumber the enemy,1
,attack the CannonOutline,1
,the unit,1
,the owner,1
,the end,1
,the rotation,1
,the CannonOutline,1
,of the attacking,2
,the attacking,2
,) the script,1
,on the AI,1
,slowing the script,1
,Sometimes the locations,1
,og the secone,1
,and the size,1
,of the indecise,1
,after the move,1
,for the players,1
,understand the game,1
,filter the Add,1
,during the game,1
,the script,2
,the AI,1
,the locations,1
,the secone,1
,the size,1
,the indecise,1
,the move,1
,the players,1
,the Add,1
,to the Influence,1
,around the starting,1
,defining the individual,1
,and the resulting,1
,as the remaining,2
,at the starting,1
,start the hopping,1
,Handles the STRING,1
,into the define,1
,handling the moves,1
,STRING the last,1
,restore the included,1
,Selects the piece,1
,in the listing,1
,on the next,1
,of the moves,1
,in the listiong,1
,Defining the structure,1
,clearing the remembered,1
,for the double,1
,for the game:,2
,Defining the option,1
,Boards the game,1
,because the regions,1
,when the tri,1
,eg the bitter,1
,the Influence,1
,the individual,1
,the resulting,1
,the hopping,1
,the define,1
,the moves,2
,the included,1
,the listing,1
,the listiong,1
,the structure,1
,the remembered,1
,the double,1
,the game:,2
,the option,1
,the regions,1
,the tri,1
,the bitter,1
straight,--COMMA-- straight ahead,2
,straight ahead,2
p,. p .,1
,p .,1
<Triangular>,STRING <Triangular> STRING,2
,<Triangular> STRING,2
<Start:tigerSites>,STRING <Start:tigerSites> ),1
,<Start:tigerSites> ),1
<Tiling>,STRING <Tiling> args:,4
,<Tiling> args:,4
<diagShow>,<directionUsed> <diagShow> <directionScored>,3
,<diagShow> <directionScored>,3
of:Cell,Edge of:Cell at:#1,4
,Edge of:Cell at:#2,4
,of:Cell at:#1,6
,of:Cell at:#2,6
,Cell of:Cell at:,5
,of:Cell at:,28
,Vertex of:Cell at:,9
,Vertex of:Cell at:#1,2
,Vertex of:Cell at:#2,2
,Edge of:Cell at:,14
<Players:regions>,) <Players:regions> },1
,<Players:regions> },1
<Board:kingMove>,move <Board:kingMove> (,1
,<Board:kingMove> (,1
Forward,{ Forward Leftward,2
,Forward Leftward,2
,{ Forward Rightward,31
,Forward Rightward,33
,= Forward |,2
,) Forward (,7
,) Forward ),1
,directions Forward ),1
,Forward |,2
,Forward (,87
,Forward ),43
,Step Forward (,9
,) Forward Backward,1
,Forward Backward,71
,{ Forward FL,6
,Forward FL,8
,{ Forward FR,11
,Forward FR,12
,Slide Forward (,30
,{ Forward BL,11
,Forward BL,11
,Backward Forward ),2
,FR Forward },2
,Forward },16
,Hop Forward (,4
,Move Forward a,1
,Forward a,1
,steps:2 Forward ),1
,#1 Forward (,1
,STRING Forward Backward,3
,STRING Forward (,28
,STRING Forward ),35
,{ Forward Backward,43
,STRING Forward STRING,3
,Forward STRING,3
,Direction Forward (,8
,{ Forward BR,10
,Backward Forward },2
,BL Forward },5
,Adjacent Forward ),3
,FL Forward Backward,16
,Leftward Forward Backwards,1
,{ Forward Backwards,4
,Backwards Forward Rightward,2
,Forward BR,10
,Forward Backwards,5
,STRING Forward ~,4
,BR Forward },4
,FR Forward Backward,3
,Leftward Forward },1
,Leftward Forward FR,1
,BL Forward Backward,4
,Leftward Forward Backward,1
,Forward ~,4
,STRING Forward N,1
,STRING Forward S,1
,{ Forward },2
,Backward Forward FL,2
,Forward N,1
,Forward S,1
,) Forward distance:1,3
,) Forward distance:2,1
,Forward distance:1,3
,Forward distance:2,1
,directions Forward of:All,1
,Forward of:All,1
max:12,min:1 max:12 (,1
,max:12 (,1
obvious,an obvious implementation,1
,obvious implementation,1
{,equipment { (,957
,start { (,642
,sites { STRING,680
,end { (,303
,args: { <dogs>,1
,} { (,515
,{ (,5480
,{ STRING,2491
,{ <dogs>,1
,merge { (,104
,sites { INTEGER,461
,phases: { (,318
,{ INTEGER,7712
,counts: { INTEGER,19
,equipment { <Board:type>,4
,args: { <tigerSites>,1
,args: { <type>,70
,edges: { {,148
,{ { {,3
,{ { INTEGER,320
,} { INTEGER,4659
,} { {,17
,args: { <move>,5
,rulesets { (,168
,STRING { STRING,1361
,{ <Board:type>,4
,{ <tigerSites>,1
,{ <type>,70
,{ {,340
,{ <move>,5
,args: { <tigers>,1
,{ <tigers>,1
,equipment { <Board>,4
,union { (,188
,args: { <hare>,1
,{ <Board>,4
,{ <hare>,1
,args: { <coyote>,1
,STRING { },60
,{ <coyote>,1
,{ },78
,< { STRING,51
,vertices: { INTEGER,21
,) { (,180
,args: { <leopard>,1
,priority { (,54
,{ <leopard>,1
,start { <Place:geese>,1
,args: { <geese>,1
,{ <Place:geese>,1
,{ <geese>,1
,directions { Rightward,57
,{ Rightward,57
,concentric { INTEGER,32
,and { (,494
,poly { {,32
,{ { -3,1
,or { (,414
,{ -3,4
,directions { FR,283
,{ FR,283
,equipment { <Variant:board>,2
,args: { <board>,10
,vertices: { {,89
,{ <Variant:board>,2
,{ <board>,10
,args: { <pieces>,3
,{ <pieces>,3
,args: { <dog>,1
,{ <dog>,1
,args: { <bean>,1
,{ <bean>,1
,args: { <num>,66
,{ <num>,66
,directions { Forwards,32
,args: { <hopCapture>,1
,directions { N,56
,directions { NE,12
,{ Forwards,32
,{ <hopCapture>,1
,{ N,59
,{ NE,12
,args: { <start>,18
,{ <start>,18
,args: { <kingHop>,1
,{ <kingHop>,1
,} { -0,10
,} { -1,9
,} { -2,8
,} { -3,3
,{ -0,12
,{ -1,11
,{ -2,9
,args: { <pieceMoves>,1
,{ <pieceMoves>,1
,args: { <seleucid>,2
,{ <seleucid>,2
,equipment { STRING,8
,STRING { INTEGER,981
,map { (,92
,args: { <carnarvon>,1
,{ <carnarvon>,1
,INTEGER { P1,87
,INTEGER { P2,55
,{ P1,90
,{ P2,55
,P1 { INTEGER,25
,P2 { INTEGER,25
,cells: { {,13
,STRING { (,323
,args: { <rules>,18
,{ <rules>,18
,sites { #2,1
,faces: { INTEGER,6
,{ #2,3
,directions { Forward,120
,args: { <size,1
,{ Forward,120
,{ <size,1
,P3 { INTEGER,1
,P4 { INTEGER,1
,sites { (,198
,byScore { (,109
,facesByDie: { {,6
,args: { <piece>,4
,variations: { STRING,105
,{ <piece>,4
,games { (,3
,end { <Player:end>,1
,{ <Player:end>,1
,args: { <site1>,1
,< { INTEGER,84
,{ <site1>,1
,args: { <ludus>,1
,{ <ludus>,1
,args: { <size>,138
,{ <size>,138
,) { <Players:tracks>,3
,start { <Players:start>,2
,INTEGER { P3,5
,{ <Players:tracks>,3
,{ <Players:start>,2
,{ P3,5
,} { -4,1
,< { (,136
,{ -4,1
,) { <Track>,2
,{ <Track>,2
,or { Square,2
,or { #2,1
,and { #2,1
,args: { <track>,1
,args: { <dice>,3
,args: { <throw>,1
,whats: { (,12
,+ { (,13
,STRING { Ruleset,9
,{ Square,2
,{ <track>,1
,{ <dice>,3
,{ <throw>,1
,{ Ruleset,9
,args: { <numPlayers>,13
,{ <numPlayers>,13
,priority { If,1
,{ If,1
,start { <Version:start>,3
,{ <Version:start>,3
,intersection { (,10
,and { STRING,18
,players { (,115
,or { STRING,37
,start { <Board:start>,2
,{ <Board:start>,2
,<Each:AIstyle> { (,1
,args: { <AIstyle>,1
,{ <AIstyle>,1
,Piece { STRING,32
,items: { STRING,23
,args: { <number>,4
,{ <number>,4
,args: { <rule>,14
,{ <rule>,14
,directions { W,5
,{ W,5
,start { <Player:start>,1
,{ <Player:start>,1
,sites { <Board:rangeP1>,1
,sites { <Board:rangeP2>,1
,args: { <limit>,2
,args: { <shape>,4
,args: { <event>,1
,{ <Board:rangeP1>,1
,{ <Board:rangeP2>,1
,{ <limit>,2
,{ <shape>,4
,{ <event>,1
,args: { <capture>,3
,{ <capture>,3
,args: { <wikipedia>,1
,{ <wikipedia>,1
,concentric { <Player:num>,1
,{ <Player:num>,1
,priority { <Play:enterBoard>,1
,args: { <enterBoard>,1
,{ <Play:enterBoard>,1
,{ <enterBoard>,1
,Pattern { F,3
,{ F,26
,array { (,1
,start { <Player:init>,1
,{ <Player:init>,1
,items: { <Player:initHorse>,1
,{ <Player:initHorse>,1
,} { -6,4
,} { -5,8
,{ -6,4
,{ -5,8
,cells: { INTEGER,19
,store:None { (,63
,sites { <Board:LeftInnerHolesP1>,1
,sites { <Board:LeftInnerHolesP2>,1
,phases: { <Phase:opening>,1
,args: { <rowSize>,4
,args: { <opening>,2
,{ <Board:LeftInnerHolesP1>,1
,{ <Board:LeftInnerHolesP2>,1
,{ <Phase:opening>,1
,{ <rowSize>,4
,{ <opening>,2
,args: { <numSeed>,2
,{ <numSeed>,2
,sites { <Board:HalfRightInnerP1>,1
,sites { <Board:HalfRightInnerP2>,1
,{ <Board:HalfRightInnerP1>,1
,{ <Board:HalfRightInnerP2>,1
,start { <Start:rules>,1
,{ <Start:rules>,1
,phases: { <Start:misoroPhase>,2
,{ <Start:misoroPhase>,2
,sites { <Row:specialHoles>,1
,sites { <Row:singleHoles>,1
,{ <Row:specialHoles>,1
,{ <Row:singleHoles>,1
,store:None { <Board:tracks>,1
,{ <Board:tracks>,1
,sites { <Row:size>,1
,{ <Row:size>,1
,equipment { <Board:board>,1
,counts: { STRING,8
,{ <Board:board>,1
,sites { <Board:thirdHoleInnerP1>,2
,sites { <Board:thirdHoleInnerP2>,1
,{ <Board:thirdHoleInnerP1>,2
,{ <Board:thirdHoleInnerP2>,1
,concentric { (,1
,byScore { <Player:scores>,1
,args: { <numSeeds>,2
,{ <Player:scores>,1
,{ <numSeeds>,2
,INTEGER { (,6
,args: { <doneSoFar>,1
,{ <doneSoFar>,1
,args: { <directionP1>,1
,{ <directionP1>,1
,args: { <sitesP1>,1
,{ <sitesP1>,1
,STRING { <Row:hogon>,1
,{ <Row:hogon>,1
,phases: { <Variant:opening>,1
,{ <Variant:opening>,1
,args: { <value>,3
,{ <value>,3
,args: { <cond>,1
,{ <cond>,1
,P1 { F,1
,P2 { F,2
,args: { <result>,5
,{ <result>,5
,P1 { R,1
,{ R,5
,start { <Board:placement>,1
,{ <Board:placement>,1
,args: { <direction>,2
,args: { <hand>,1
,{ <direction>,2
,{ <hand>,1
,<phases: { (,1
,Random { STRING,29
,Connected { (,8
,P1 { (,9
,P2 { (,9
,args: { <mover>,1
,{ <mover>,1
,* { INTEGER,12
,STRING { #1,2
,{ #1,5
,meta { (,1
,All { (,2
,Orthogonal { (,4
,args: { <smallSide>,8
,{ <smallSide>,8
,P3 { (,1
,args: { <nonMover>,1
,args: { <playRules>,1
,{ <nonMover>,1
,{ <playRules>,1
,rotations { N,1
,numSides:4 { (,2
,args: { <target_zone>,1
,{ <target_zone>,1
,start { <Board:seed>,1
,{ <Board:seed>,1
,directions { NW,6
,{ NW,6
,. { {,1
,{ { F,11
,} { F,9
,args: { <BoardDef>,1
,{ <BoardDef>,1
,equipment { <Model:board>,1
,{ <Model:board>,1
,args: { <exact>,1
,{ <exact>,1
,INTEGER { INTEGER,11
,args: { <player1>,1
,{ <player1>,1
,intersect { (,1
,args: { <where>,1
,{ <where>,1
,end { Shape,1
,{ Shape,1
,args: { <players>,2
,{ <players>,2
,args: { <choice>,1
,{ <choice>,1
,priority { Move,1
,{ Move,1
,whats: { INTEGER,3
,phases: { <Rules:play>,2
,{ <Rules:play>,2
,args: { <activate>,2
,args: { <version>,2
,{ <activate>,2
,{ <version>,2
,args: { <captureType>,1
,{ <captureType>,1
,union { <Board:startP1>,1
,union { <Board:startP2>,1
,{ <Board:startP1>,1
,{ <Board:startP2>,1
,or { Capture,1
,{ Capture,1
,args: { <boardSize>,2
,{ <boardSize>,2
,Cell { STRING,1
,directions { FL,10
,directions { BL,6
,{ FL,10
,{ BL,6
,step: { {,11
,start { <Start:rule>,1
,{ <Start:rule>,1
,args: { <rules>>,1
,{ <rules>>,1
,{ { -0,2
,equipment { <Start:board>,1
,{ <Start:board>,1
,start { <Start>,2
,{ <Start>,3
,args: { <armSize>,1
,{ <armSize>,1
,args: { <promotedCaptureMove>,1
,{ <promotedCaptureMove>,1
,directions { BR,50
,{ BR,50
,Leap { {,4
,args: { <murray>,1
,{ <murray>,1
,piece { STRING,35
,STRING { N,2
,} { S,2
,STRING { WNW,6
,} { WSW,6
,STRING { NNW,8
,} { SSW,6
,{ S,3
,{ WNW,7
,{ WSW,6
,{ NNW,8
,{ SSW,6
,Random { (,2
,} { SSE,2
,STRING { <BoardConfig:RookLeft2Start>,1
,args: { <BoardLayout>,1
,{ SSE,2
,{ <BoardConfig:RookLeft2Start>,1
,{ <BoardLayout>,1
,start { <NumOfPlayers:PieceSetup>,2
,args: { <NumPlayers>,2
,{ <NumOfPlayers:PieceSetup>,2
,{ <NumPlayers>,2
,args: { <Pawn1>,1
,{ <Pawn1>,1
,directions { S,1
,directions { E,58
,directions { SW,1
,directions { SE,1
,STRING { {,6
,{ E,58
,{ SW,1
,{ SE,1
,args: { <doubleStep>,1
,{ <doubleStep>,1
,components: { STRING,96
,directions { WNW,1
,args: { <PlacementConditions>,1
,{ <PlacementConditions>,1
,} { L,10
,} { R,4
,{ L,10
,piece { (,1
,directions { Backward,12
,directions { Rightwards,8
,directions { Backwards,25
,directions { Leftward,1
,start { Row,3
,{ Backward,12
,{ Rightwards,8
,{ Backwards,25
,{ Leftward,1
,{ Row,3
,start { <PiecePlacement:PiecePlacement>,1
,args: { <PiecePlacement>,1
,{ <PiecePlacement:PiecePlacement>,1
,{ <PiecePlacement>,1
,start { <Player:team>,5
,INTEGER { P4,7
,INTEGER { P5,5
,INTEGER { P6,5
,INTEGER { P7,5
,INTEGER { P8,5
,INTEGER { P9,5
,{ <Player:team>,5
,{ P4,7
,{ P5,5
,{ P6,5
,{ P7,5
,{ P8,5
,{ P9,5
,Hidden { What,4
,{ What,4
,start { <Player:teams>,1
,{ <Player:teams>,1
,args: { <name>,2
,{ <name>,2
,{ { -1,2
,) { <Row:track>,1
,{ <Row:track>,1
,args: { <to>,2
,{ <to>,2
,directions { #1,1
,Rotation { INTEGER,2
,) { #1,1
,by:Mover { STRING,3
,* { (,1
,start { <Scenario:buildingSetup>,1
,and { <FogOfWar:EachMove>,2
,args: { <playerMaps>,1
,sites { },18
,args: { <AttackCheck>,1
,args: { <doctrine>,4
,{ <Scenario:buildingSetup>,1
,{ <FogOfWar:EachMove>,2
,{ <playerMaps>,1
,{ <AttackCheck>,1
,{ <doctrine>,4
,args: { <Move>,1
,{ <Move>,1
,args: { <moves>,1
,{ <moves>,1
,args: { <selGame>,2
,args: { <selScoring>,2
,args: { <gridType>,8
,{ <selGame>,2
,{ <selScoring>,2
,{ <gridType>,8
,P1 { <Board:regionsP1>,1
,P2 { <Board:regionsP2>,1
,{ <Board:regionsP1>,1
,{ <Board:regionsP2>,1
,phases: { STRING,3
,args: { <calculation>,1
,{ <calculation>,1
,args: { <distance>,1
,args: { <defs>,1
,{ <distance>,1
,{ <defs>,1
,args: { <updateOption>,1
,args: { <turnOption>,1
,{ <updateOption>,1
,{ <turnOption>,1
,addScore { P1,3
,end { <Version:result>,1
,{ <Version:result>,1
,args: { <play>,2
,{ <play>,2
,+ { <NumberPlayers:inGame>,1
,args: { <inGame>,1
,args: { <enemyHops>,1
,args: { <prioritySetting>,1
,args: { <method>,1
,args: { <location>,1
,args: { <discVal>,1
,{ <NumberPlayers:inGame>,1
,{ <inGame>,1
,{ <enemyHops>,1
,{ <prioritySetting>,1
,{ <method>,1
,{ <location>,1
,{ <discVal>,1
,args: { <stack>,1
,{ <stack>,1
,union { <Board:north>,1
,Orthogonal { <Board:north>,1
,Orthogonal { <Board:east>,1
,args: { <controlType>,2
,{ <Board:north>,2
,{ <Board:east>,1
,{ <controlType>,2
,args: { <color>,1
,{ <color>,1
,args: { <qtyMax>,1
,args: { <nbrMax>,1
,{ <qtyMax>,1
,{ <nbrMax>,1
,tri { INTEGER,1
,args: { <starting>,1
,{ <starting>,1
,args: { <begin>,1
,{ <begin>,1
,equipment { <Players:board>,1
,{ <Players:board>,1
,args: { <row>,1
,{ <row>,1
,args: { <pile>,1
,{ <pile>,1
,regions { Columns,10
,satisfy { (,13
,set { {,10
,{ Columns,10
,hints { <Challenge:hints>,4
,{ <Challenge:hints>,4
,hints { (,4
,hint { INTEGER,830
,regions { INTEGER,197
,args: { <hints>,1
,{ <hints>,1
,regions { (,1
,regions { AllDirections,1
,{ AllDirections,1
,set { <Challenge:start>,1
,{ <Challenge:start>,1
,sites { #1,1
,start { <challenge:start>,2
,{ <challenge:start>,2
,Target { INTEGER,2
,STRING { <Board:start1>,1
,STRING { <Board:start2>,1
,STRING { <Board:walls>,1
,args: { <walls>,2
,{ <Board:start1>,1
,{ <Board:start2>,1
,{ <Board:walls>,3
,{ <walls>,2
,STRING { <Board:exit>,2
,sites { <Board:walls>,2
,{ <Board:exit>,2
,Random { <Version:random>,1
,Target { <Version:order>,2
,{ <Version:random>,1
,{ <Version:order>,2
,{ { -2,1
,) { STRING,1
,args: { <boardHeight>,1
,args: { <extraBoardSize>,1
,{ <boardHeight>,1
,{ <extraBoardSize>,1
,args: { <threat>,1
,{ <threat>,1
,sites { <Start>,1
|,Forward | Backward,2
,| Backward,2
everyone's,after everyone's had,4
,everyone's had,4
},) } ),4687
,STRING } ),2054
,<dogs> } {,1
,} ),9198
,} {,5273
,INTEGER } ),880
,) } (,290
,} (,378
,<tigerSites> } {,1
,<type> } {,44
,INTEGER } {,4693
,INTEGER } },323
,} } {,17
,} } },3
,} } ),208
,<playMove> } {,1
,} },339
,<tigers> } {,1
,<hare> } {,1
,<coyote> } {,1
,{ } ),78
,<initTiger> } {,1
,STRING } >,51
,} } vertices:,2
,} >,281
,} vertices:,2
,<leopard> } {,1
,<geese> } {,1
,Leftward } ),95
,-3 } {,2
,<leopardGoal> } {,1
,. } ),5
,FL } ),237
,<p1Moves> } {,1
,-2 } {,3
,-2 } },2
,} } edges:,80
,} edges:,81
,<pieces> } {,2
,<dog> } {,1
,<bean> } {,1
,<num> } {,27
,* } ),133
,<rememberHopCapture> } {,1
,W } ),71
,SW } ),12
,<play> } {,10
,) } >,146
,<numKings> } {,1
,<Variant:pieceMoves> } ),1
,<endRules> } {,2
,<seleucid> } {,2
,<carnarvon> } {,1
,P3 } ),28
,P4 } ),29
,End } P1,20
,End } P2,20
,) } use:Vertex,82
,} P1,122
,} P2,122
,} use:Vertex,83
,INTEGER } P1,102
,INTEGER } P2,102
,<rules> } {,19
,<move> } {,6
,#2 } ),6
,INTEGER } num:3,2
,} num:3,4
,Rightward } ),3
,> } {,1
,INTEGER } P3,64
,INTEGER } P4,63
,} P3,64
,} P4,63
,<Players:track4> } use:Vertex,1
,} } num:4,4
,<track4> } {,1
,<piece> } {,3
,** } ),27
,STRING } variations:,105
,} num:4,4
,} variations:,105
,P2 } ),27
,<Player:trackP3P4> } ),1
,<Player:startP3P4> } ),1
,<Player:end> } ),1
,<end> } {,5
,INTEGER } directed:True,12
,} directed:True,14
,<sites> } {,1
,INTEGER } >,84
,Home } ),5
,<ludus> } {,1
,<track> } {,8
,<Players:start> } ),3
,<start> } {,37
,P1 } ),23
,-1 } {,2
,<Players:endTracks> } ),1
,<playingTeamPieces> } {,1
,P5 } ),9
,P6 } ),14
,<Track> } ),2
,<dice> } {,2
,<throw> } {,1
,Reconstruct } ),9
,<Players:home> } ),2
,<sizeHome> } {,1
,<size> } {,80
,<home> } {,1
,<Version:home> } ),1
,<Version:start> } ),4
,INTEGER } state:,4
,} state:,4
,value } ),1
,<Player:trackP4> } ),3
,<Player:startP4> } ),3
,<trackP4> } {,3
,<map> } {,1
,<Board:start> } ),3
,<AIstyle> } {,1
,STRING } (,71
,STRING } STRING,8
,} STRING,52
,<init> } {,6
,<rule> } {,14
,E } ),7
,S } ),46
,INTEGER } loop:True,127
,) } use:Edge,9
,} } num:3,2
,} loop:True,127
,} use:Edge,9
,<Player:start> } ),2
,<Board:rangeP1> } ),1
,<Board:rangeP2> } ),1
,<End:event> } ),1
,<limit> } {,5
,<rangeP2> } {,1
,<event> } {,1
,<goal> } {,1
,<wikipedia> } {,1
,} } cells:,1
,<Player:track916> } ),1
,INTEGER } num:2,4
,<track916> } {,1
,} cells:,1
,} num:2,4
,<Player:num> } ),1
,<Player:center> } ),1
,<tracks> } {,10
,INTEGER } P5,57
,INTEGER } P6,57
,INTEGER } P7,47
,INTEGER } P8,47
,INTEGER } P9,37
,INTEGER } P10,37
,} P5,57
,} P6,57
,} P7,47
,} P8,47
,} P9,37
,} P10,37
,<capture> } {,1
,<movePiece> } {,1
,F } whats:,2
,} whats:,2
,<Players:regions> } ),1
,<pathRule> } {,1
,<Players:tracks> } ),2
,<Players:entries> } ),2
,<entries> } {,2
,<Player:teams> } ),2
,<teams> } {,1
,STRING } INTEGER,15
,} INTEGER,846
,<Player:init> } ),1
,<startRules> } {,1
,up } ),1
,<Player:initHorse> } INTEGER,1
,<initHorse> } {,1
,<track2> } {,16
,<Board:LeftInnerHolesP1> } ),1
,<Board:LeftInnerHolesP2> } ),1
,<InitTwoSeeds> } {,1
,<opening> } {,2
,<numSeed> } {,2
,<Board:HalfRightInnerP1> } ),1
,<Board:HalfRightInnerP2> } ),1
,<HalfRightInnerP2> } {,1
,<CW2> } {,1
,<Start:rules> } ),1
,<misoroPhase> } {,2
,INTEGER } state:1,6
,INTEGER } state:2,6
,} state:1,87
,} state:2,14
,<Row:specialHoles> } ),1
,<Row:singleHoles> } ),1
,<singleHoles> } {,1
,<Board:track2> } ),1
,<Board:regions> } ),2
,<regions> } {,2
,<Board:tracks> } ),1
,<CCW2> } {,2
,<innerInitP2> } {,1
,<Board:leftMostP2> } ),1
,<leftMostP2> } {,1
,<Board:rightMostInnerHoleP1> } ),1
,<Board:rightMostInnerHoleP2> } ),1
,<Board:thirdHoleInnerP2> } ),1
,<rightMostInnerHoleP2> } {,1
,<Board:stores> } ),1
,<trackCW2> } {,1
,<Player:regions> } ),1
,<Player:scores> } ),1
,<numSeeds> } {,1
,<scores> } {,1
,home } ),14
,<ruleSecondCapture> } {,1
,<trackDirection> } {,1
,<Board:centreMove> } ),1
,<centreMove> } {,1
,<stores> } {,1
,<sitesP2> } {,1
,hole } ),1
,<Row:hogon> } ),1
,<hogon> } {,1
,<usingHogon> } {,1
,<Board:homeTracks> } ),1
,<openingRegions> } {,1
,<value> } {,3
,holes } ),1
,<cond> } {,1
,F } numSides:4,4
,<result> } {,6
,} numSides:4,4
,<Board:placement> } ),1
,<placement> } {,1
,<direction> } {,2
,STRING } count:29,1
,STRING } count:30,1
,} count:29,1
,} count:30,1
,<board> } {,3
,<number> } {,1
,<next> } {,1
,#1 } ),15
,<cornerSetup> } {,2
,<smallSide> } {,8
,<mover> } {,1
,<playRules> } {,3
,role } ),2
,move } ),2
,#3 } ),1
,<target_zone> } {,1
,<seed> } {,1
,STRING } count:1,6
,STRING } count:3,1
,} count:1,6
,} count:3,1
,SE } ),6
