2
KEY,WORDS,MULTIPLICITY
column:0,column:0 ),11
\"Chess\",\"Chess\" in,1
"C","C" 212,1
"RemoveBlockedEnemyPiece","RemoveBlockedEnemyPiece" (,3
,"RemoveBlockedEnemyPiece" ),3
RookRight2Start,RookRight2Start >,1
,RookRight2Start <,2
rearranges,rearranges these,2
"JarlIsCaptured","JarlIsCaptured" (,3
,"JarlIsCaptured" ),4
"Ad,"Ad elta,2
"RevealAPiece","RevealAPiece" (,2
,"RevealAPiece" ),1
advantage,advantage ),1
,advantage in,1
,advantage by,1
,advantage --COMMA--,1
,advantage of,2
"King_noCross","King_noCross" Next,85
,"King_noCross" (,10
,"King_noCross" Mover,73
,"King_noCross" Each,30
,"King_noCross" ),18
,"King_noCross" P1,4
,"King_noCross" P2,5
,"King_noCross" 0,1
,"King_noCross" },5
"Ruleset/Kisolo,"Ruleset/Kisolo (,3
"AH29","AH29" },1
"Bày,"Bày Khòm,1
,"Bày Khòm",1
"Knightthrough_ai","Knightthrough_ai" ),1
"Aj,"Aj Sakakil",2
,"Aj Sakakil,1
,"Aj Sayil",2
,"Aj Sayil,1
,"Aj Sina'anil",2
,"Aj Sina'anil,1
,"Aj T'iwil",2
,"Aj T'iwil,1
"An,"An isosceles,2
,"An X,1
,"An original,1
,"An abstract,1
,"An adjacent,2
1206,1206 },1
"HackenbushR-B","HackenbushR-B" <,1
1205,1205 },1
"PawnStep_ToEmpty_Base","PawnStep_ToEmpty_Base" <,1
,"PawnStep_ToEmpty_Base" (,2
1204,1204 },1
1202,1202 to,1
,1202 1153,1
"At,"At the,4
,"At each,1
1201,1201 1200,1
,1201 },1
1200,1200 to,4
,1200 .,1
,1200 1395,1
,1200 },1
"Au,"Au sommet,1
,"Au Plus,1
"SurroundedEnemyOnOuterEdge","SurroundedEnemyOnOuterEdge" (,1
,"SurroundedEnemyOnOuterEdge" ),2
"Terhuchu","Terhuchu" (,1
"Juan,"Juan and,1
Evangelii,Evangelii is,1
Future,Future option,1
Ladders,Ladders .,1
1208,1208 1159,1
,1208 },1
exception,exception is,1
,exception to,3
,exception that,4
,exception of,1
,exception .,1
,exception concerns,1
"Spline,"Spline was,1
"D","D" //,1
,"D" (,2
"Noyes,"Noyes Palmer,1
"Car1","Car1" (,1
A",A" <,1
"Capture/Only,"Capture/Only Outer",1
"Start","Start" (,10
,"Start" {,10
,"Start" #1,1
,"Start" Mover,7
,"Start" <,7
,"Start" 0,1
,"Start" ),3
,"Start" P1,2
,"Start" P2,2
,"Start" P3,1
,"Start" P4,1
year,year was,1
1220,1220 },1
"Stacking,"Stacking Limit",1
,"Stacking Limit/Standard",1
,"Stacking Limit/Advanced",1
Romans,Romans --COMMA--,1
rook_side,rook_side >,6
member's,member's pieces,3
"IfLine3MoveAgain","IfLine3MoveAgain" (,32
,"IfLine3MoveAgain" ),60
A1,A1 --COMMA--,1
"JiangSameColumnWithNoPieceBetween","JiangSameColumnWithNoPieceBetween" (,4
,"JiangSameColumnWithNoPieceBetween" ),4
1217,1217 1168,1
,1217 },1
themes,themes .,1
1216,1216 1167,1
,1216 },1
Morabaraba,Morabaraba ),1
1215,1215 },1
1214,1214 },1
"Gasetavl","Gasetavl" (,1
1212,1212 },1
Mycilleum,Mycilleum family,1
1211,1211 },1
awaiting,awaiting .,1
A8,A8 --COMMA--,1
Rabbatuées",Rabbatuées" "Dames,1
near,near ‘Albert,1
,near the,4
,near Agadez,1
,near Chitrakoot,1
,near Jigjiga,1
,near Titagarh,1
,near walls,1
,near at,1
,near them:,1
,near to,1
"Start:,"Start: The,1
"BullSites","BullSites" P1,2
,"BullSites" P2,2
1219,1219 },1
"E","E" 144,1
,"E" 2,2
,"E" 3,1
1218,1218 },1
shortest,shortest path,1
"Spline","Spline" (,1
sanctuary,sanctuary may,1
,sanctuary wins,1
,sanctuary then,1
,sanctuary or,1
"Ruleset/Falkener,"Ruleset/Falkener (,4
AH,AH ],1
compared",compared" ),1
AI,AI .,1
,AI is,1
1230,1230 1087,1
AK,AK Peters,1
Julius,Julius Champion,1
version,version "1,949
,version is,24
,version involves,1
,version --COMMA--,32
,version was,9
,version <,3
,version of,85
,version .,19
,version which,2
,version that,2
,version features,1
,version (,2
,version played,1
,version requires,2
,version >,2
,version with,4
,version if,1
,version given,1
,version but,1
,version ;,2
,version cited,1
,version adds,1
,version came,1
"GreatDove2","GreatDove2" {,1
"Claustro,"Claustro is,1
B1,B1 --COMMA--,1
1228,1228 1229,1
,1228 },1
"GreatDove","GreatDove" Each,1
8/12/2020,8/12/2020 ),1
"Cu,"Cu ;,1
stop,stop jumping,1
,stop their,2
,stop him,1
,stop your,1
,stop just,1
,stop when,1
,stop ),1
,stop changing,1
Abak,Abak is,1
1224,1224 },1
1223,1223 },1
B8,B8 ),1
1222,1222 },1
1221,1221 to,2
Finland,Finland .,2
"Hnefatafl,"Hnefatafl is,1
Mautri,Mautri is,1
,Mautri (,1
Katsuya,Katsuya .,1
"Water","Water" ),19
,"Water" (,2
1229,1229 1279,1
nefer,nefer hieroglyph,2
Katiya",Katiya" (,1
"De,"De Vasa,4
,"De Vasa's,1
Aj,Aj Sayil,1
,Aj T'iwil,1
,Aj Sina'anil,1
,Aj Sakakil,1
"ExtensionTrack","ExtensionTrack" "4,1
,"ExtensionTrack" ),2
,"ExtensionTrack" 1,2
,"ExtensionTrack" {,1
BL,BL BR,26
,BL },55
,BL Rightward,12
,BL FR,6
,BL Forward,9
,BL ),1
,BL BLL,1
,BL (,1
,BL FL,3
,BL Backward,3
1240,1240 1289,1
,1240 },1
immediately,immediately on,37
,immediately perpendicular,4
,immediately adjacent,5
,immediately below,1
,immediately opposite,2
,immediately behind,3
,immediately after,6
,immediately in,2
,immediately beyond,4
,immediately followed,1
,immediately by,2
,immediately captures,2
,immediately before,1
,immediately captured,2
,immediately as,1
,immediately --COMMA--,1
,immediately removed,1
,immediately free,2
,immediately freed,1
,immediately .,4
,immediately when,2
,immediately and,2
,immediately removing,1
,immediately to,1
,immediately if,2
,immediately make,1
,immediately promoted,1
,immediately leaved,1
,immediately move,1
,immediately disappear,1
ein,ein Stein,1
An,An arc,1
,An Inspector,1
,An enemy,2
,An animal,1
,An unbroken,2
,An end,1
,An alternate,1
,An opponent's,13
,An empty,2
,An attacking,1
,An implementation,1
"Do,"Do Guti",2
,"Do Guti,1
,"Do Guti_ai",1
"CanJumpAgain","CanJumpAgain" (,3
C1,C1 --COMMA--,1
Played,Played on,7
,Played with,6
,Played exclusively,1
,Played using,2
,Played by,1
"Dr,"Dr .,1
C3,C3 and,1
BR,BR },21
,BR BL,78
,BR FL,11
,BR FR,1
,BR (,1
,BR Forward,4
,BR ),1
,BR BRR,1
1239,1239 1240,1
As,As is,1
,As in,4
,As soon,4
,As for,1
,As long,1
,As a,1
,As players,1
,As mentioned,1
,As Number",1
,As stones,1
,As the,1
1237,1237 },1
At,At the,19
,At this,3
,At any,6
,At no,1
,At Start,3
,At that,1
,At each,8
C6,C6 --COMMA--,1
submarine,submarine has,1
,submarine with,1
Properly,Properly hopping,1
C8,C8 --COMMA--,1
1234,1234 1233,1
,1234 },1
1233,1233 1232,1
doubleStep,doubleStep >,1
1232,1232 1281,1
wikipedia,wikipedia .,96
,wikipedia >,1
"G","G" 236,1
Abba,Abba Pawlos,1
,Abba Zacharias,1
"StepOrthoToEmpty_Base","StepOrthoToEmpty_Base" <,2
,"StepOrthoToEmpty_Base" (,4
cultivated,cultivated gardens,1
exception:,exception: ----,1
,exception: --,1
CE,CE --COMMA--,1
,CE .,3
,CE that,1
,CE and,1
Bega,Bega people,1
125%,125% damage,1
"El,"El Mundo",1
,"El Mundo,1
,"El Hoyito",1
,"El Juego,1
loops,loops come,1
,loops threats,1
,loops or,1
,loops --COMMA--,2
,loops and,2
,loops .,2
1252,1252 },1
1251,1251 1202,1
,1251 },1
hopping,hopping over,97
,hopping all,1
,hopping --COMMA--,1
,hopping any,1
,hopping and/or,1
,hopping process,1
"En,"En Gehe",1
,"En Gehé,1
,"En Gehé",1
,"En Gehe_ai",1
1250,1250 to,1
,1250 1296,1
,1250 },1
D1,D1 ),1
D2,D2 .,1
D4,D4 .,1
"Að,"Að Elta,2
Bogoslavski,Bogoslavski .,1
coord:"I22",coord:"I22" ),1
1248,1248 to,1
1247,1247 1394,1
"AllSites","AllSites" (,26
,"AllSites" Vertex,25
CW,CW .,1
,CW CCW,2
,CW ),2
D8,D8 --COMMA--,1
1246,1246 },1
D9,D9 dice,1
"Ex,"Ex Nihilo",1
,"Ex nihilo,1
"Ruleset/Alternate,"Ruleset/Alternate Opening,9
flips,flips 1,2
,flips 0,4
,flips immediately,1
Meanwhile,Meanwhile --COMMA--,2
By,By convention,2
,By default,1
,By sliding,1
1243,1243 },1
"Sunoroku","Sunoroku" },1
Royale",Royale" ),1
"H","H" 229,1
,"H" 59,1
,"H" 253,1
,"H" 220,1
"Matthews,"Matthews 1964:,12
'Pip','Pip' ),2
E",E" P1,24
,E" P2,29
,E" directed:True,2
,E" loop:True,82
,E" >,82
,E" (,1
Cha,Cha (,1
"Addoku","Addoku" "Samunamupure",1
"Daldos_ai","Daldos_ai" ),1
instructions,instructions on,1
,instructions for,1
evidence,evidence .,24
,evidence of,1
,evidence it,1
,evidence suggests,1
Cyprus,Cyprus in,1
,Cyprus for,2
,Cyprus --COMMA--,1
,Cyprus and,1
"SecondRiver","SecondRiver" (,2
,"SecondRiver" ),4
140-141,140-141 .,1
1264,1264 1265,1
"CapturedPieces","CapturedPieces" (,2
,"CapturedPieces" ),1
1262,1262 },1
E1,E1 --COMMA--,59
,E1 ),1
"Throw/Sum","Throw/Sum" "Track/Boustrophedon",1
"AllPiecesInCenter","AllPiecesInCenter" (,1
,"AllPiecesInCenter" ),1
Co,Co .,1
E2,E2 --COMMA--,25
E3,E3 --COMMA--,24
E4,E4 --COMMA--,11
E5,E5 --COMMA--,13
E6,E6 --COMMA--,10
Chu,Chu Shogi,1
"Fu,"Fu Xing",1
E7,E7 --COMMA--,26
"Schönhärl,"Schönhärl 1909:,3
"Clobber","Clobber" (,1
E8,E8 ),1
1258,1258 },1
"PieceHalfStacked","PieceHalfStacked" (,6
,"PieceHalfStacked" #1,4
,"PieceHalfStacked" "SiteToSelect",5
1257,1257 .,1
,1257 1208,1
,1257 },1
"PromoteToLion","PromoteToLion" (,1
,"PromoteToLion" ),1
1256,1256 },1
1254,1254 },1
"Sergeant","Sergeant" Each,1
,"Sergeant" "Miner",1
Musketeers,Musketeers can,1
,Musketeers win,1
"I","I" 153,1
,"I" 152,1
,"I" (,1
,"I" Mover,7
,"I" #1,1
,"I" #4,1
,"I" #5,1
,"I" Next,3
,"I" P1,1
,"I" P2,1
,"I" fillColour:,2
,"I" state:0,1
,"I" state:1,1
,"I" state:2,1
,"I" state:3,1
,"I" state:4,1
,"I" state:5,1
,"I" state:6,1
,"I" 1,1
,"I" ),1
"DistanceToMove","DistanceToMove" (,1
,"DistanceToMove" 1,1
serpent,serpent in,1
"FreeTile","FreeTile" Each,1
,"FreeTile" P1,1
,"FreeTile" P2,1
Friesland,Friesland --COMMA--,1
/shuai,/shuai (,1
De,De Ludibus,1
,De Ludis,1
,De Vasa,1
,De Schepper,1
minister,minister ),3
need,need to,4
,need the,1
,need gap,1
Frog_ai",Frog_ai" ),1
"BoatMove","BoatMove" (,2
,"BoatMove" "CloseCombatAttack",2
1274,1274 },1
"Go,"Go with,3
,"Go Bang",1
1273,1273 1217,1
,1273 },1
F1,F1 ),1
1272,1272 1273,1
1271,1271 1272,1
,1271 },1
F3,F3 .,1
1270,1270 1271,1
,1270 },1
Dr,Dr .,1
122-123,122-123 ;,1
"Middle","Middle" ),5
,"Middle" P1,1
,"Middle" P2,1
,"Middle" (,1
F6,F6 --COMMA--,1
byLevel:True,byLevel:True ),3
PieceSetup,PieceSetup >,2
Wexler,Wexler and,1
,Wexler --COMMA--,1
F8,F8 ),1
1269,1269 1270,1
,1269 },1
"Ruleset/17x18,"Ruleset/17x18 (,4
1268,1268 1269,1
,1268 },1
1267,1267 1268,1
1266,1266 1267,1
"Ruleset/17x17,"Ruleset/17x17 (,8
1265,1265 1216,1
"Variant/Lontu,"Variant/Lontu Holo",1
"Locus,"Locus Ludi,2
Marked,Marked Senet,3
Lombardy,Lombardy .,1
"AH10","AH10" },1
omnicheck,omnicheck if,1
,omnicheck .,1
,omnicheck --COMMA--,2
,omnicheck on,1
,omnicheck and,1
FL,FL },245
,FL FR,38
,FL BR,14
,FL Backward,20
,FL Forward,16
,FL ),1
,FL BL,10
,FL Rightward,11
,FL FLL,1
,FL Backwards,1
,FL NW,1
,FL SE,1
roles,roles .,1
,roles of,1
El,El Oued,11
,El Acertijo,1
,El Taba",2
,El Taba,2
,El Taba_ai",1
1286,1286 },1
En,En passant,11
,En Passant,4
"Chomp_ai","Chomp_ai" ),1
1284,1284 .,1
,1284 },1
"IQ,"IQ Products",1
G1,G1 ),1
1283,1283 .,15
,1283 to,2
,1283 1332,1
FR,FR FL,308
,FR },30
,FR Forward,5
,FR BR,7
,FR Leftward,1
,FR ),1
,FR BL,6
,FR Rightward,3
,FR FRR,1
,FR SW,1
,FR NE,1
1282,1282 1283,1
Draw",Draw" <,1
"GreatDove1","GreatDove1" {,1
1281,1281 1282,1
,1281 },1
Players:betP3,Players:betP3 >,1
stack:False,stack:False (,1
,stack:False ),2
G8,G8 ),1
"Qatranj,"Qatranj is,1
1279,1279 1328,1
constituent,constituent games,2
1277,1277 1228,1
,1277 },1
"Jaguar","Jaguar" P1,3
conspirateur,conspirateur starts,1
"Keyland,"Keyland 1921:,1
forts,forts .,1
Neang,Neang (,1
,Neang .,1
,Neang --COMMA--,1
end,end {,307
,end --COMMA--,9
,end (,693
,end diamonds,1
,end of,127
,end their,11
,end >,6
,end plays,1
,end .,22
,end or,1
,end piece,1
,end the,13
,end a,1
,end row,1
,end in,1
,end points,3
,end point,2
,end wins,1
,end condition,1
,end <,3
,end hole,1
,end stage,1
,end squares,1
,end square,2
,end papers,1
,end 	,4
,end game,1
,end your,1
,end up,3
,end considerations:,1
,end -,1
,end there,1
fails,fails to,2
"CapturedP2","CapturedP2" ),5
,"CapturedP2" (,1
,"CapturedP2" All,1
trenches,trenches .,1
,trenches in,1
"If,"If the,2
,"If --COMMA--,4
forty,forty pieces,2
619-621,619-621 .,1
Persia,Persia --COMMA--,4
"H1","H1" "I1",4
,"H1" },64
,"H1" "H4",2
,"H1" "J1",3
,"H1" "J4",1
,"H1" "F2",2
,"H1" "A8",1
,"H1" ),19
,"H1" >,1
,"H1" "R1",1
,"H1" "AC1",1
,"H1" "D7",1
,"H1" "G1",1
,"H1" "H2",1
"In,"In Buffalo,1
,"In Geister,1
,"In the,1
,"In Seesaw,1
,"In this,2
"ShowHand","ShowHand" (,1
,"ShowHand" P1,1
,"ShowHand" P2,1
,"ShowHand" P3,1
H1,H1 ),1
1296,1296 1247,1
1295,1295 },1
1293,1293 },1
"It,"It is,1
1292,1292 },1
"Designed,"Designed in,1
,"Designed by,2
,"Designed and,2
"Foreign,"Foreign Invader",4
1291,1291 },1
"Board/Chess","Board/Chess" },1
H8,H8 ),1
"MacBeth","MacBeth" (,1
"Sáhkku,"Sáhkku is,1
"PlaceALance","PlaceALance" (,1
,"PlaceALance" "PlaceAKnight",1
Sudoku,Sudoku checkerboard,1
,Sudoku is,3
,Sudoku involving,1
,Sudoku ),4
,Sudoku played,2
,Sudoku consists,1
,Sudoku and,1
,Sudoku .,2
,Sudoku puzzle,1
,Sudoku included,1
,Sudoku except,1
,Sudoku (,1
1289,1289 1338,1
,1289 },1
"hop,"hop Others,3
,"hop Next,2
,"hop Prev,2
Scissors,Scissors --COMMA--,1
,Scissors beats,1
1287,1287 },1
"L","L" 101,1
,"L" Each,1
Play:enterBoard,Play:enterBoard >,1
HC,HC ],1
HG,HG ],2
"CapturedP1","CapturedP1" ),5
,"CapturedP1" (,1
,"CapturedP1" All,1
reproduction,reproduction of,1
,reproduction until,1
							//,							// (,1
,							// 75%,1
tries,tries to,5
,tries .,1
,tries (,1
"Howard,"Howard Wexler,1
occupation,occupation between,1
"Devil,"Devil and,1
"Djinn","Djinn" Mover,2
,"Djinn" Each,1
,"Djinn" 0,1
"H2","H2" },10
,"H2" "L2",1
,"H2" "F2",2
,"H2" ),1
,"H2" "H4",2
,"H2" "I2",2
,"H2" "A7",1
,"H2" "R2",1
,"H2" "AC2",1
,"H2" "I1",1
,"H2" "H3",1
Men",Men" ),7
,Men" (,1
,Men" "Three,1
Go,Go concepts,1
,Go --COMMA--,6
,Go ),19
,Go set,1
,Go board,6
,Go apply,1
,Go .,4
,Go pieces,2
,Go Bang,1
,Go is,4
,Go where,2
,Go except,1
,Go follows,1
,Go and,1
,Go for,1
,Go in,1
,Go stones,3
,Go variant,1
adjacency,adjacency are,1
Mbunda,Mbunda people,1
"Säntäräj,"Säntäräj is,1
Chou,Chou (,1
10x5,10x5 board",1
occurs,occurs only,3
,occurs in,67
,occurs from,8
,occurs orthogonally,1
,occurs on,13
,occurs most,1
,occurs when,4
,occurs takes,1
,occurs and,2
,occurs by,1
,occurs .,1
,occurs twice,1
"JiangMovingOnZu","JiangMovingOnZu" (,1
,"JiangMovingOnZu" ),1
"NotDoubleValue","NotDoubleValue" (,1
,"NotDoubleValue" ),1
turns,turns moving,158
,turns .,12
,turns to,10
,turns the,3
,turns --COMMA--,14
,turns placing,139
,turns every,1
,turns are,1
,turns throwing,3
,turns rolling,1
,turns with,3
,turns taking,5
,turns :,2
,turns sowing,9
,turns picking,1
,turns ),1
,turns and,2
,turns alternate,4
,turns during,1
,turns marking,2
,turns adding,3
,turns until,1
,turns ;,1
,turns sliding,1
,turns of,2
,turns by,4
,turns throughout,1
,turns move,1
,turns rearranging,1
,turns elapsed,1
,turns up,1
,turns calling,1
,turns removing,7
,turns or,1
,turns colouring,2
,turns into,1
,turns where,1
,turns back,1
,turns in,2
,turns naturally,1
,turns settling,1
,turns draws,1
,turns drawing,1
,turns tapping,1
gradually,gradually acquire,1
tried,tried move,1
"CapturedPiecesFollowCapturingPiece","CapturedPiecesFollowCapturingPiece" (,7
,"CapturedPiecesFollowCapturingPiece" ),6
"Reversi","Reversi" (,1
"Véla","Véla" },1
1299,1299 .,1
,1299 1250,1
E1",E1" P4,2
,E1" P2,4
,E1" 2,1
,E1" P3,2
,E1" directed:True,1
Capture:doneSoFar,Capture:doneSoFar >,1
Hidden,Hidden ),276
,Hidden Cell,2
,Hidden (,20
,Hidden What,58
,Hidden at:,9
,Hidden to:Mover,3
,Hidden Who,2
,Hidden {,4
,Hidden to:All,1
,Hidden Value,29
,Hidden >,29
"DoubleCounter","DoubleCounter" Mover,2
,"DoubleCounter" Each,34
,"DoubleCounter" 0,1
,"DoubleCounter" (,41
,"DoubleCounter" ),84
,"DoubleCounter" "Hand",1
,"DoubleCounter" Next,2
,"DoubleCounter" "StepDiagonalToEmpty",4
,"DoubleCounter" "HopDiagonalDoubleCounter",1
,"DoubleCounter" #2,1
,"DoubleCounter" <,1
al-Bayadiq,al-Bayadiq in,4
,al-Bayadiq on,1
,al-Bayadiq (,1
,al-Bayadiq is,1
He,He (,1
,He describes,1
,He can,1
,He must,1
,He may,1
,He captures,1
,He is,1
II,II of,1
,II ),1
"Pallanguli","Pallanguli" },1
astragal,astragal provides,1
,astragal serves,1
,astragal produce,1
,astragal produces,1
"H3","H3" "J3",4
,"H3" "D9",1
,"H3" },11
,"H3" "F6",1
,"H3" "G2",2
,"H3" "R3",1
,"H3" "H4",1
Ho,Ho people,1
roll:,roll: 5=,2
size:21,size:21 ),1
"Unlur,"Unlur is,1
"Prince","Prince" Each,3
,"Prince" 1,1
,"Prince" P1,3
,"Prince" P2,3
,"Prince" Next,8
,"Prince" (,1
IS,IS JUST,1
forth,forth of,2
"Fog,"Fog of,1
reinforced,reinforced cannot,1
leopard,leopard can,3
,leopard wins,2
,leopard from,2
,leopard >,1
,leopard by,1
,leopard may,2
,leopard moves,1
"Jeson,"Jeson Mor",1
,"Jeson Mor_ai",1
,"Jeson Zam",1
,"Jeson Zam_ai",1
E2",E2" loop:True,2
seventh,seventh space,3
,seventh and,3
,seventh point,2
,seventh --COMMA--,1
,seventh throw,2
,seventh hole,1
,seventh century,1
,seventh points,1
Ban-Sugoroku,Ban-Sugoroku .,1
"N","N" 145,1
,"N" 102,1
coyote,coyote >,1
,coyote can,4
,coyote --COMMA--,2
,coyote is,1
,coyote so,1
"La,"La Maison,1
,"La Yagua",1
,"La Yagua,1
,"La Liebre,2
,"La Libre,1
,"La Pipopipette",1
"Le,"Le Livre,1
,"Le Jeu,3
,"Le Donne",1
Bell,Bell .,1
,Bell symbols,1
,Bell claimed,1
,Bell on,2
If,If the,245
,If both,7
,If there,34
,If \"no\",1
,If \"yes\",1
,If a,161
,If doubles,7
,If two,4
,If players,3
,If it,23
,If they,17
,If no,9
,If playing,1
,If pieces,1
,If none,2
,If that's,2
,If one,10
,If at,4
,If accepted,1
,If an,14
,If you,8
,If --COMMA--,6
,If this,46
,If counters,6
,If each,2
,If sowing,3
,If has,1
,If neither,1
,If that,4
,If not,6
,If on,1
,If play,2
,If last,1
,If Black,3
,If White,1
,If all,1
,If any,2
,If their,2
,If three,1
,If as,1
,If he,1
,If multiple,1
,If more,1
,If only,3
,If your,2
,If check,1
,If checkmate,1
,If 1,1
,If six,1
,If (,1
,If equal,1
Person,Person Winner-Take-All,1
Beni,Beni Hasan,1
Orientalibus,Orientalibus --COMMA--,1
,Orientalibus .,1
size:16,size:16 ),1
"T'mbl","T'mbl" (,1
size:14,size:14 ),1
"H4","H4" "I4",3
,"H4" "H5",2
,"H4" ),1
,"H4" "I6",1
,"H4" "L4",1
,"H4" },6
,"H4" "B3",1
,"H4" >,1
,"H4" "R4",1
,"H4" "AC4",1
,"H4" "H6",2
,"H4" "G4",1
"StepForwardToEmpty","StepForwardToEmpty" >,1
,"StepForwardToEmpty" ),4
,"StepForwardToEmpty" (,11
,"StepForwardToEmpty" "CaptureForwardDiagonal",60
,"StepForwardToEmpty" "CaptureForwardDiagonal"	,1
,"StepForwardToEmpty" "PawnCapture_Diag",1
In,In (,955
,In it,11
,In general,2
,In contrast,1
,In this,19
,In "SiteToMoveOnTrack",23
,In the,50
,In one,1
,In addition,13
,In #1,59
,In these,1
,In Cyprus,1
,In 1,7
,In "MoveToNextSiteOnTrack",1
,In two,1
,In tournament,1
,In each,3
,In <,1
,In "EastDoor",2
,In #2,138
,In 2,1
,In subsequent,1
,In both,5
,In place,2
,In case,4
,In Misère,1
,In Pente,1
,In Reversi,1
,In his,1
,In a,1
,In 'Long,1
,In 'Short,1
,In such,1
,In Wellisch's,1
,In another,1
,In some,2
,In all,1
,In 1323,1
,In 293,1
,In BlooGo,1
,In Ludii,3
,In #3,1
,In Seesaw,1
,In clicking,1
"Lo,"Lo Che",1
,"Lo 2007:,1
size:12,size:12 ),1
"Hnefatafl_ai","Hnefatafl_ai" ),1
Ratha:,Ratha: moves,2
Is,Is was,1
Result:next,Result:next >,1
It,It it,1
,It is,267
,It may,11
,It has,18
,It was,66
,It involves,13
,It seems,4
,It begins,4
,It resembles,1
,It also,3
,It came,1
,It captures,1
,It can,13
,It moves,1
,It continued,1
,It allows,3
,It shares,2
,It contains,2
,It includes,1
,It must,3
,It comes,1
,It appears,2
,It differs,3
,It follows,1
,It features,2
,It originated,2
,It employs,2
,It probably,1
,It remains,1
,It lacked,1
,It combines,1
,It cannot,3
,It then,1
,It since,1
,It should,1
,It shows,1
,It they,1
,It models,1
,It uses,1
,It incorporates,1
,It takes,1
,It arose,1
,It determines,1
,It calculates,1
cell,cell on,1
,cell .,24
,cell must,2
,cell of,8
,cell further,1
,cell in,2
,cell contains,2
,cell with,6
,cell or,2
,cell --COMMA--,7
,cell occupied,1
,cell and,2
,cell beyond,1
,cell is,4
,cell index,2
,cell whose,1
,cell already,1
,cell just,1
,cell ;,1
,cell becomes,1
,cell are,1
,cell that,3
,cell can,1
,cell which,1
,cell containing,1
,cell has,1
,cell then,1
,cell reachable,1
,cell than,2
,cell you,2
,cell unless,1
,cell board,1
,cell isolated,1
,cell next,1
,cell belonging,2
,cell available,1
0-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0,0-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0-4-0 .,1
Baidaq,Baidaq al-Bayadiq,7
,Baidaq .,1
,Baidaq (,2
,Baidaq is,1
,Baidaq proceeding,1
,Baidaq --COMMA--,2
,Baidaq becomes,1
,Baidaq meet,1
nonMover,nonMover >,1
valid,valid move,2
,valid playing,1
"PieceCore","PieceCore" (,1
,"PieceCore" "Suffragette",1
,"PieceCore" "Policeman",1
,"PieceCore" "Leader",1
,"PieceCore" "Inspector",1
"O","O" 119,1
,"O" 203,1
,"O" ),2
Players:homes,Players:homes >,1
"For,"For a,6
,"For an,1
"Catch-Dolt","Catch-Dolt" },1
#1	,#1	 if:,1
"Fox,"Fox and,4
,"Fox Moves",1
,"Fox Moves/One,3
586-587,586-587 .,1
"H5","H5" "G4",1
,"H5" "I5",2
,"H5" "H8",1
,"H5" "I4",1
,"H5" },1
,"H5" "E8",1
,"H5" "H3",1
,"H5" "R5",1
,"H5" "AC5",1
,"H5" "G5",1
,"H5" "H4",2
,"H5" "I6",1
,"H5" "K3",1
,"H5" "E11",1
,"H5" >,1
Wazir:,Wazir: moves,3
television,television game,1
"TrackNormal","TrackNormal" "TrackPaired",1
Jr,Jr .,1
flip-captures,flip-captures --COMMA--,3
Cow,Cow Game",1
"Mu,"Mu Torere",1
,"Mu Torere,1
,"Mu Torere_ai",1
Ju,Ju (,1
Cox,Cox and,1
,Cox (,1
"Line3D","Line3D" (,2
\"twelve,\"twelve signs\",1
"P","P" 52,1
,"P" 187,1
,"P" 169,1
#1",#1" <,1
"Meusueb_ai","Meusueb_ai" ),1
10000,10000 (,1
"StepBackwardToEmpty","StepBackwardToEmpty" ),1
"Duene_ai","Duene_ai" ),1
Ke,Ke --COMMA--,1
strongest,strongest to,1
by:Enemy,by:Enemy ),12
,by:Enemy container:"Board",25
,by:Enemy top:False,6
,by:Enemy (,3
,by:Enemy component:"Disc",3
"Squava_ai","Squava_ai" ),1
Ki,Ki Arabu,8
"ViolentOx","ViolentOx" Each,2
,"ViolentOx" P1,1
,"ViolentOx" P2,1
LL,LL (,4
\"activated\",\"activated\" with,2
"NumSeed","NumSeed" <,1
,"NumSeed" },8
"H6","H6" },2
,"H6" "E6",1
,"H6" "E7",1
,"H6" "I6",2
,"H6" "H8",2
,"H6" "G6",4
,"H6" >,1
,"H6" "R6",1
,"H6" "AC6",1
,"H6" "G5",1
,"H6" "I7",2
"No,"No diagonal",1
,"No Multiple,1
,"No Diagonal",1
,"No multiple,4
,"No Capture",2
,"No Capture,1
,"No capture,1
,"No Opening",1
,"No Opening,1
,"No limit,1
,"No Piece",2
,"No Moves",3
,"No Moves,1
,"No Sideways",1
,"No move,1
,"No Swap",1
,"No swap,1
,"No Restricton",1
,"No balance,1
,"No Choice",1
,"No diagonal,2
,"No force,4
,"No Pieces",2
,"No Pawn,1
,"No double,1
,"No graphic,1
,"No Morphs",1
,"No outer,1
"P1,"P1 wins,1
,"P1 and,1
"P2,"P2 has,1
"VertexJumped","VertexJumped" (,4
"MovingPhase","MovingPhase" (,1
"Complete","Complete" <,1
N",N" P2,1
,N" directed:True,1
La,La Liebre",1
,La Liebre_ai",1
etc,etc .,2
,etc ),1
"Piccione","Piccione" <,1
Le,Le Mans,1
Size/9x9",Size/9x9" },1
Guan,Guan --COMMA--,1
doctrines,doctrines //,1
entrance,entrance into,1
bridging,bridging markers,1
"On,"On a,3
,"On your,3
